source	target	label
ETH-BIB-Malta_aus_2000_m_Höhe-Kilimanjaroflug_1929-30-LBS_MH02-07-0145.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Malta_aus_2000_m_Höhe-Kilimanjaroflug_1929-30-LBS_MH02-07-0145.tif	PD-old-75	PD-old-75
ETH-BIB-Malters_v._N._aus_400_m-Inlandflüge-LBS_MH01-002818.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Malters_v._N._aus_400_m-Inlandflüge-LBS_MH01-002818.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Malters_v._N._aus_400_m-Inlandflüge-LBS_MH01-002818.tif	ETH-BIB Mittelholzer-Inland flights	ETH-BIB Mittelholzer-Inland flights
ETH-BIB-Malters_v._N._aus_400_m-Inlandflüge-LBS_MH01-002818.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Malters_v._N._aus_400_m-Inlandflüge-LBS_MH01-002818.tif	Malters	Malters
ETH-BIB-Malters_v._N._aus_400_m-Inlandflüge-LBS_MH01-002818.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Malters_v._N._aus_400_m-Inlandflüge-LBS_MH01-002818.tif	PD-old-75	PD-old-75
ETH-BIB-Mameluken-Gräber_(Alt-Kairo)-Kilimanjaroflug_1929-30-LBS_MH02-07-0159.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Mameluken-Gräber_(Alt-Kairo)-Kilimanjaroflug_1929-30-LBS_MH02-07-0159.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mameluken-Gräber_(Alt-Kairo)-Kilimanjaroflug_1929-30-LBS_MH02-07-0159.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mameluken-Gräber_(Alt-Kairo)-Kilimanjaroflug_1929-30-LBS_MH02-07-0159.tif	ETH-BIB Mittelholzer-Kilimanjaro flight 1929-1930	ETH-BIB Mittelholzer-Kilimanjaro flight 1929-1930
ETH-BIB-Mameluken-Gräber_(Alt-Kairo)-Kilimanjaroflug_1929-30-LBS_MH02-07-0159.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mameluken-Gräber_(Alt-Kairo)-Kilimanjaroflug_1929-30-LBS_MH02-07-0159.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mameluken-Gräber_(Alt-Kairo)-Kilimanjaroflug_1929-30-LBS_MH02-07-0159.tif	PD-old-75	PD-old-75
ETH-BIB-Manjil-Plateau_aus_3000_m_Höhe-Persienflug_1924-1925-LBS_MH02-02-0115-AL-FL.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Manjil-Plateau_aus_3000_m_Höhe-Persienflug_1924-1925-LBS_MH02-02-0115-AL-FL.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Manjil-Plateau_aus_3000_m_Höhe-Persienflug_1924-1925-LBS_MH02-02-0115-AL-FL.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Manjil-Plateau_aus_3000_m_Höhe-Persienflug_1924-1925-LBS_MH02-02-0115-AL-FL.tif	ETH-BIB Mittelholzer-Persia flight 1924-1925	ETH-BIB Mittelholzer-Persia flight 1924-1925
ETH-BIB-Manjil-Plateau_aus_3000_m_Höhe-Persienflug_1924-1925-LBS_MH02-02-0115-AL-FL.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Manjil-Plateau_aus_3000_m_Höhe-Persienflug_1924-1925-LBS_MH02-02-0115-AL-FL.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Manjil-Plateau_aus_3000_m_Höhe-Persienflug_1924-1925-LBS_MH02-02-0115-AL-FL.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_auf_Brücke_vor_der_Torre_del_Oro,_Sevilla-Nordafrikaflug_1932-LBS_MH02-13-0493.tif	1932 in Seville	1932 in Seville
ETH-BIB-Mann_auf_Brücke_vor_der_Torre_del_Oro,_Sevilla-Nordafrikaflug_1932-LBS_MH02-13-0493.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_auf_Brücke_vor_der_Torre_del_Oro,_Sevilla-Nordafrikaflug_1932-LBS_MH02-13-0493.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_auf_Brücke_vor_der_Torre_del_Oro,_Sevilla-Nordafrikaflug_1932-LBS_MH02-13-0493.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_auf_Brücke_vor_der_Torre_del_Oro,_Sevilla-Nordafrikaflug_1932-LBS_MH02-13-0493.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_auf_Brücke_vor_der_Torre_del_Oro,_Sevilla-Nordafrikaflug_1932-LBS_MH02-13-0493.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_auf_Brücke_vor_der_Torre_del_Oro,_Sevilla-Nordafrikaflug_1932-LBS_MH02-13-0493.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_auf_Brücke_vor_der_Torre_del_Oro,_Sevilla-Nordafrikaflug_1932-LBS_MH02-13-0493.tif	Torre del Oro	Torre del Oro
ETH-BIB-Mann_auf_Brücke_vor_Torre_del_Oro,_Sevilla-Nordafrikaflug_1932-LBS_MH02-13-0494.tif	1932 in Seville	1932 in Seville
ETH-BIB-Mann_auf_Brücke_vor_Torre_del_Oro,_Sevilla-Nordafrikaflug_1932-LBS_MH02-13-0494.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_auf_Brücke_vor_Torre_del_Oro,_Sevilla-Nordafrikaflug_1932-LBS_MH02-13-0494.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_auf_Brücke_vor_Torre_del_Oro,_Sevilla-Nordafrikaflug_1932-LBS_MH02-13-0494.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_auf_Brücke_vor_Torre_del_Oro,_Sevilla-Nordafrikaflug_1932-LBS_MH02-13-0494.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_auf_Brücke_vor_Torre_del_Oro,_Sevilla-Nordafrikaflug_1932-LBS_MH02-13-0494.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_auf_Brücke_vor_Torre_del_Oro,_Sevilla-Nordafrikaflug_1932-LBS_MH02-13-0494.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_auf_Brücke_vor_Torre_del_Oro,_Sevilla-Nordafrikaflug_1932-LBS_MH02-13-0494.tif	Torre del Oro	Torre del Oro
ETH-BIB-Mann_auf_dem_Markt_von_Fès-Nordafrikaflug_1932-LBS_MH02-13-0401.tif	1932 in Fes	1932 in Fes
ETH-BIB-Mann_auf_dem_Markt_von_Fès-Nordafrikaflug_1932-LBS_MH02-13-0401.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_auf_dem_Markt_von_Fès-Nordafrikaflug_1932-LBS_MH02-13-0401.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_auf_dem_Markt_von_Fès-Nordafrikaflug_1932-LBS_MH02-13-0401.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_auf_dem_Markt_von_Fès-Nordafrikaflug_1932-LBS_MH02-13-0401.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_auf_dem_Markt_von_Fès-Nordafrikaflug_1932-LBS_MH02-13-0401.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_auf_dem_Markt_von_Fès-Nordafrikaflug_1932-LBS_MH02-13-0401.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_auf_dem_Markt_von_Fès-Nordafrikaflug_1932-LBS_MH02-13-0402.tif	1932 in Fes	1932 in Fes
ETH-BIB-Mann_auf_dem_Markt_von_Fès-Nordafrikaflug_1932-LBS_MH02-13-0402.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_auf_dem_Markt_von_Fès-Nordafrikaflug_1932-LBS_MH02-13-0402.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_auf_dem_Markt_von_Fès-Nordafrikaflug_1932-LBS_MH02-13-0402.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_auf_dem_Markt_von_Fès-Nordafrikaflug_1932-LBS_MH02-13-0402.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_auf_dem_Markt_von_Fès-Nordafrikaflug_1932-LBS_MH02-13-0402.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_auf_dem_Markt_von_Fès-Nordafrikaflug_1932-LBS_MH02-13-0402.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_auf_dem_Markt_von_Fès-Nordafrikaflug_1932-LBS_MH02-13-0403.tif	1932 in Fes	1932 in Fes
ETH-BIB-Mann_auf_dem_Markt_von_Fès-Nordafrikaflug_1932-LBS_MH02-13-0403.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_auf_dem_Markt_von_Fès-Nordafrikaflug_1932-LBS_MH02-13-0403.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_auf_dem_Markt_von_Fès-Nordafrikaflug_1932-LBS_MH02-13-0403.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_auf_dem_Markt_von_Fès-Nordafrikaflug_1932-LBS_MH02-13-0403.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_auf_dem_Markt_von_Fès-Nordafrikaflug_1932-LBS_MH02-13-0403.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_auf_dem_Markt_von_Fès-Nordafrikaflug_1932-LBS_MH02-13-0403.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_auf_dem_Markt_von_Fès-Nordafrikaflug_1932-LBS_MH02-13-0404.tif	1932 in Fes	1932 in Fes
ETH-BIB-Mann_auf_dem_Markt_von_Fès-Nordafrikaflug_1932-LBS_MH02-13-0404.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_auf_dem_Markt_von_Fès-Nordafrikaflug_1932-LBS_MH02-13-0404.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_auf_dem_Markt_von_Fès-Nordafrikaflug_1932-LBS_MH02-13-0404.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_auf_dem_Markt_von_Fès-Nordafrikaflug_1932-LBS_MH02-13-0404.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_auf_dem_Markt_von_Fès-Nordafrikaflug_1932-LBS_MH02-13-0404.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_auf_dem_Markt_von_Fès-Nordafrikaflug_1932-LBS_MH02-13-0404.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_auf_dem_Markt_von_Fès-Nordafrikaflug_1932-LBS_MH02-13-0405.tif	1932 in Fes	1932 in Fes
ETH-BIB-Mann_auf_dem_Markt_von_Fès-Nordafrikaflug_1932-LBS_MH02-13-0405.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_auf_dem_Markt_von_Fès-Nordafrikaflug_1932-LBS_MH02-13-0405.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_auf_dem_Markt_von_Fès-Nordafrikaflug_1932-LBS_MH02-13-0405.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_auf_dem_Markt_von_Fès-Nordafrikaflug_1932-LBS_MH02-13-0405.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_auf_dem_Markt_von_Fès-Nordafrikaflug_1932-LBS_MH02-13-0405.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_auf_dem_Markt_von_Fès-Nordafrikaflug_1932-LBS_MH02-13-0405.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_auf_Sanddüne_bei_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0179.tif	All media needing categories as of 2016	All media needing categories as of 2016
ETH-BIB-Mann_auf_Sanddüne_bei_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0179.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_auf_Sanddüne_bei_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0179.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_auf_Sanddüne_bei_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0179.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_auf_Sanddüne_bei_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0179.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_auf_Sanddüne_bei_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0179.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_auf_Sanddüne_bei_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0179.tif	Media needing categories as of 23 December 2016	Media needing categories as of 23 December 2016
ETH-BIB-Mann_auf_Sanddüne_bei_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0179.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_auf_Sanddüne_bei_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0179.tif	All media needing categories as of 2016	All media needing categories as of 2016
ETH-BIB-Mann_auf_Sanddüne_bei_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0179.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_auf_Sanddüne_bei_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0179.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_auf_Sanddüne_bei_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0179.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_auf_Sanddüne_bei_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0179.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_auf_Sanddüne_bei_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0179.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_auf_Sanddüne_bei_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0179.tif	Media needing categories as of 23 December 2016	Media needing categories as of 23 December 2016
ETH-BIB-Mann_auf_Sanddüne_bei_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0179.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_geniesst_Aussicht_auf_Oran-Nordafrikaflug_1932-LBS_MH02-13-0150.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_geniesst_Aussicht_auf_Oran-Nordafrikaflug_1932-LBS_MH02-13-0150.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_geniesst_Aussicht_auf_Oran-Nordafrikaflug_1932-LBS_MH02-13-0150.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_geniesst_Aussicht_auf_Oran-Nordafrikaflug_1932-LBS_MH02-13-0150.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_geniesst_Aussicht_auf_Oran-Nordafrikaflug_1932-LBS_MH02-13-0150.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_geniesst_Aussicht_auf_Oran-Nordafrikaflug_1932-LBS_MH02-13-0150.tif	Oran in 1932	Oran in 1932
ETH-BIB-Mann_geniesst_Aussicht_auf_Oran-Nordafrikaflug_1932-LBS_MH02-13-0150.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_geniesst_Aussicht_auf_Oran-Nordafrikaflug_1932-LBS_MH02-13-0151.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_geniesst_Aussicht_auf_Oran-Nordafrikaflug_1932-LBS_MH02-13-0151.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_geniesst_Aussicht_auf_Oran-Nordafrikaflug_1932-LBS_MH02-13-0151.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_geniesst_Aussicht_auf_Oran-Nordafrikaflug_1932-LBS_MH02-13-0151.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_geniesst_Aussicht_auf_Oran-Nordafrikaflug_1932-LBS_MH02-13-0151.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_geniesst_Aussicht_auf_Oran-Nordafrikaflug_1932-LBS_MH02-13-0151.tif	Oran in 1932	Oran in 1932
ETH-BIB-Mann_geniesst_Aussicht_auf_Oran-Nordafrikaflug_1932-LBS_MH02-13-0151.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0189.tif	All media needing categories as of 2016	All media needing categories as of 2016
ETH-BIB-Mann_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0189.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0189.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0189.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0189.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0189.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0189.tif	Media needing categories as of 23 December 2016	Media needing categories as of 23 December 2016
ETH-BIB-Mann_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0189.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0189.tif	All media needing categories as of 2016	All media needing categories as of 2016
ETH-BIB-Mann_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0189.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0189.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0189.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0189.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0189.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0189.tif	Media needing categories as of 23 December 2016	Media needing categories as of 23 December 2016
ETH-BIB-Mann_in_Beni-Abbès-Nordafrikaflug_1932-LBS_MH02-13-0189.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_in_einem_Park_in_Sevilla-Nordafrikaflug_1932-LBS_MH02-13-0511.tif	1932 in Seville	1932 in Seville
ETH-BIB-Mann_in_einem_Park_in_Sevilla-Nordafrikaflug_1932-LBS_MH02-13-0511.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_in_einem_Park_in_Sevilla-Nordafrikaflug_1932-LBS_MH02-13-0511.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_in_einem_Park_in_Sevilla-Nordafrikaflug_1932-LBS_MH02-13-0511.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_in_einem_Park_in_Sevilla-Nordafrikaflug_1932-LBS_MH02-13-0511.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_in_einem_Park_in_Sevilla-Nordafrikaflug_1932-LBS_MH02-13-0511.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_in_einem_Park_in_Sevilla-Nordafrikaflug_1932-LBS_MH02-13-0511.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0388.tif	1932 in Fes	1932 in Fes
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0388.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0388.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0388.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0388.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0388.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0388.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0389.tif	1932 in Fes	1932 in Fes
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0389.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0389.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0389.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0389.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0389.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0389.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0390.tif	1932 in Fes	1932 in Fes
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0390.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0390.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0390.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0390.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0390.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0390.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0413.tif	1932 in Fes	1932 in Fes
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0413.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0413.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0413.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0413.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0413.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0413.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0418.tif	1932 in Fes	1932 in Fes
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0418.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0418.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0418.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0418.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0418.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0418.tif	PD-old-75	PD-old-75
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0419.tif	1932 in Fes	1932 in Fes
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0419.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0419.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0419.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Mann_in_Fès-Nordafrikaflug_1932-LBS_MH02-13-0419.tif	GWToolset Batch Upload	GWToolset Batch Upload
