source	target	label
ETH-BIB-Flugzeug_in_Wüste_-unscharf--Nordafrikaflug_1932-LBS_MH02-13-0219.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Flugzeug_in_Wüste_-unscharf--Nordafrikaflug_1932-LBS_MH02-13-0219.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Flugzeug_in_Wüste_-unscharf--Nordafrikaflug_1932-LBS_MH02-13-0219.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Flugzeug_in_Wüste_-unscharf--Nordafrikaflug_1932-LBS_MH02-13-0219.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Flugzeug_in_Wüste_-unscharf--Nordafrikaflug_1932-LBS_MH02-13-0219.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Flugzeug_in_Wüste_-unscharf--Nordafrikaflug_1932-LBS_MH02-13-0219.tif	Media needing categories as of 23 December 2016	Media needing categories as of 23 December 2016
ETH-BIB-Flugzeug_in_Wüste_-unscharf--Nordafrikaflug_1932-LBS_MH02-13-0219.tif	PD-old-75	PD-old-75
ETH-BIB-Flugzeug_in_Wüste_-unscharf--Nordafrikaflug_1932-LBS_MH02-13-0219.tif	All media needing categories as of 2016	All media needing categories as of 2016
ETH-BIB-Flugzeug_in_Wüste_-unscharf--Nordafrikaflug_1932-LBS_MH02-13-0219.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Flugzeug_in_Wüste_-unscharf--Nordafrikaflug_1932-LBS_MH02-13-0219.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Flugzeug_in_Wüste_-unscharf--Nordafrikaflug_1932-LBS_MH02-13-0219.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Flugzeug_in_Wüste_-unscharf--Nordafrikaflug_1932-LBS_MH02-13-0219.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Flugzeug_in_Wüste_-unscharf--Nordafrikaflug_1932-LBS_MH02-13-0219.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Flugzeug_in_Wüste_-unscharf--Nordafrikaflug_1932-LBS_MH02-13-0219.tif	Media needing categories as of 23 December 2016	Media needing categories as of 23 December 2016
ETH-BIB-Flugzeug_in_Wüste_-unscharf--Nordafrikaflug_1932-LBS_MH02-13-0219.tif	PD-old-75	PD-old-75
ETH-BIB-Flugzeug_in_Wüste-Nordafrikaflug_1932-LBS_MH02-13-0220.tif	All media needing categories as of 2016	All media needing categories as of 2016
ETH-BIB-Flugzeug_in_Wüste-Nordafrikaflug_1932-LBS_MH02-13-0220.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Flugzeug_in_Wüste-Nordafrikaflug_1932-LBS_MH02-13-0220.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Flugzeug_in_Wüste-Nordafrikaflug_1932-LBS_MH02-13-0220.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Flugzeug_in_Wüste-Nordafrikaflug_1932-LBS_MH02-13-0220.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Flugzeug_in_Wüste-Nordafrikaflug_1932-LBS_MH02-13-0220.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Flugzeug_in_Wüste-Nordafrikaflug_1932-LBS_MH02-13-0220.tif	Media needing categories as of 23 December 2016	Media needing categories as of 23 December 2016
ETH-BIB-Flugzeug_in_Wüste-Nordafrikaflug_1932-LBS_MH02-13-0220.tif	PD-old-75	PD-old-75
ETH-BIB-Flugzeug_in_Wüste-Nordafrikaflug_1932-LBS_MH02-13-0220.tif	All media needing categories as of 2016	All media needing categories as of 2016
ETH-BIB-Flugzeug_in_Wüste-Nordafrikaflug_1932-LBS_MH02-13-0220.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Flugzeug_in_Wüste-Nordafrikaflug_1932-LBS_MH02-13-0220.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Flugzeug_in_Wüste-Nordafrikaflug_1932-LBS_MH02-13-0220.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Flugzeug_in_Wüste-Nordafrikaflug_1932-LBS_MH02-13-0220.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Flugzeug_in_Wüste-Nordafrikaflug_1932-LBS_MH02-13-0220.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Flugzeug_in_Wüste-Nordafrikaflug_1932-LBS_MH02-13-0220.tif	Media needing categories as of 23 December 2016	Media needing categories as of 23 December 2016
ETH-BIB-Flugzeug_in_Wüste-Nordafrikaflug_1932-LBS_MH02-13-0220.tif	PD-old-75	PD-old-75
ETH-BIB-Flugzeug_vor_Hangar-Nordafrikaflug_1932-LBS_MH02-13-0222.tif	All media needing categories as of 2016	All media needing categories as of 2016
ETH-BIB-Flugzeug_vor_Hangar-Nordafrikaflug_1932-LBS_MH02-13-0222.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Flugzeug_vor_Hangar-Nordafrikaflug_1932-LBS_MH02-13-0222.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Flugzeug_vor_Hangar-Nordafrikaflug_1932-LBS_MH02-13-0222.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Flugzeug_vor_Hangar-Nordafrikaflug_1932-LBS_MH02-13-0222.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Flugzeug_vor_Hangar-Nordafrikaflug_1932-LBS_MH02-13-0222.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Flugzeug_vor_Hangar-Nordafrikaflug_1932-LBS_MH02-13-0222.tif	Media needing categories as of 23 December 2016	Media needing categories as of 23 December 2016
ETH-BIB-Flugzeug_vor_Hangar-Nordafrikaflug_1932-LBS_MH02-13-0222.tif	PD-old-75	PD-old-75
ETH-BIB-Flugzeug_vor_Hangar-Nordafrikaflug_1932-LBS_MH02-13-0222.tif	All media needing categories as of 2016	All media needing categories as of 2016
ETH-BIB-Flugzeug_vor_Hangar-Nordafrikaflug_1932-LBS_MH02-13-0222.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Flugzeug_vor_Hangar-Nordafrikaflug_1932-LBS_MH02-13-0222.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Flugzeug_vor_Hangar-Nordafrikaflug_1932-LBS_MH02-13-0222.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Flugzeug_vor_Hangar-Nordafrikaflug_1932-LBS_MH02-13-0222.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Flugzeug_vor_Hangar-Nordafrikaflug_1932-LBS_MH02-13-0222.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Flugzeug_vor_Hangar-Nordafrikaflug_1932-LBS_MH02-13-0222.tif	Media needing categories as of 23 December 2016	Media needing categories as of 23 December 2016
ETH-BIB-Flugzeug_vor_Hangar-Nordafrikaflug_1932-LBS_MH02-13-0222.tif	PD-old-75	PD-old-75
ETH-BIB-Flugzeug_vor_Hangar-Nordafrikaflug_1932-LBS_MH02-13-0223.tif	All media needing categories as of 2016	All media needing categories as of 2016
ETH-BIB-Flugzeug_vor_Hangar-Nordafrikaflug_1932-LBS_MH02-13-0223.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Flugzeug_vor_Hangar-Nordafrikaflug_1932-LBS_MH02-13-0223.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Flugzeug_vor_Hangar-Nordafrikaflug_1932-LBS_MH02-13-0223.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Flugzeug_vor_Hangar-Nordafrikaflug_1932-LBS_MH02-13-0223.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Flugzeug_vor_Hangar-Nordafrikaflug_1932-LBS_MH02-13-0223.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Flugzeug_vor_Hangar-Nordafrikaflug_1932-LBS_MH02-13-0223.tif	Media needing categories as of 23 December 2016	Media needing categories as of 23 December 2016
ETH-BIB-Flugzeug_vor_Hangar-Nordafrikaflug_1932-LBS_MH02-13-0223.tif	PD-old-75	PD-old-75
ETH-BIB-Flugzeug_vor_Hangar-Nordafrikaflug_1932-LBS_MH02-13-0223.tif	All media needing categories as of 2016	All media needing categories as of 2016
ETH-BIB-Flugzeug_vor_Hangar-Nordafrikaflug_1932-LBS_MH02-13-0223.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Flugzeug_vor_Hangar-Nordafrikaflug_1932-LBS_MH02-13-0223.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Flugzeug_vor_Hangar-Nordafrikaflug_1932-LBS_MH02-13-0223.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Flugzeug_vor_Hangar-Nordafrikaflug_1932-LBS_MH02-13-0223.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Flugzeug_vor_Hangar-Nordafrikaflug_1932-LBS_MH02-13-0223.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Flugzeug_vor_Hangar-Nordafrikaflug_1932-LBS_MH02-13-0223.tif	Media needing categories as of 23 December 2016	Media needing categories as of 23 December 2016
ETH-BIB-Flugzeug_vor_Hangar-Nordafrikaflug_1932-LBS_MH02-13-0223.tif	PD-old-75	PD-old-75
ETH-BIB-Flugzeuggeschwader_über_Kollbrunn-Inlandflüge-LBS_MH01-002534.tif	All media needing categories as of 2017	All media needing categories as of 2017
ETH-BIB-Flugzeuggeschwader_über_Kollbrunn-Inlandflüge-LBS_MH01-002534.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Flugzeuggeschwader_über_Kollbrunn-Inlandflüge-LBS_MH01-002534.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Flugzeuggeschwader_über_Kollbrunn-Inlandflüge-LBS_MH01-002534.tif	ETH-BIB Mittelholzer-Inland flights	ETH-BIB Mittelholzer-Inland flights
ETH-BIB-Flugzeuggeschwader_über_Kollbrunn-Inlandflüge-LBS_MH01-002534.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Flugzeuggeschwader_über_Kollbrunn-Inlandflüge-LBS_MH01-002534.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Flugzeuggeschwader_über_Kollbrunn-Inlandflüge-LBS_MH01-002534.tif	Media needing categories as of 25 February 2017	Media needing categories as of 25 February 2017
ETH-BIB-Flugzeuggeschwader_über_Kollbrunn-Inlandflüge-LBS_MH01-002534.tif	Media needing categories where timestamp category does not exist	Media needing categories where timestamp category does not exist
ETH-BIB-Flugzeuggeschwader_über_Kollbrunn-Inlandflüge-LBS_MH01-002534.tif	PD-old-75	PD-old-75
ETH-BIB-Flums_Seeztal,_Walenstadt,_Churfirsten_aus_500_m-Inlandflüge-LBS_MH01-002295.tif	All media needing categories as of 2017	All media needing categories as of 2017
ETH-BIB-Flums_Seeztal,_Walenstadt,_Churfirsten_aus_500_m-Inlandflüge-LBS_MH01-002295.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Flums_Seeztal,_Walenstadt,_Churfirsten_aus_500_m-Inlandflüge-LBS_MH01-002295.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Flums_Seeztal,_Walenstadt,_Churfirsten_aus_500_m-Inlandflüge-LBS_MH01-002295.tif	ETH-BIB Mittelholzer-Inland flights	ETH-BIB Mittelholzer-Inland flights
ETH-BIB-Flums_Seeztal,_Walenstadt,_Churfirsten_aus_500_m-Inlandflüge-LBS_MH01-002295.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Flums_Seeztal,_Walenstadt,_Churfirsten_aus_500_m-Inlandflüge-LBS_MH01-002295.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Flums_Seeztal,_Walenstadt,_Churfirsten_aus_500_m-Inlandflüge-LBS_MH01-002295.tif	Media needing categories as of 25 February 2017	Media needing categories as of 25 February 2017
ETH-BIB-Flums_Seeztal,_Walenstadt,_Churfirsten_aus_500_m-Inlandflüge-LBS_MH01-002295.tif	Media needing categories where timestamp category does not exist	Media needing categories where timestamp category does not exist
