Category:200 Schweizer Bilder
File:CH-NB - Aargau - Collection Gugelmann - GS-GUGE-KÖNIG-E-56.tif
File:CH-NB - Aargau, Merenschwand - Collection Gugelmann - GS-GUGE-KÖNIG-C-37.tif
File:CH-NB - Aargau, Trachten - Collection Gugelmann - GS-GUGE-ABERLI-E-12.tif
File:CH-NB - Aarwangen - Collection Gugelmann - GS-GUGE-WEIBEL-D-2a.tif
File:CH-NB - Aarwangen - Collection Gugelmann - GS-GUGE-WEIBEL-D-2b.tif
File:CH-NB - Aarwangen, mit Schloss, von Nordwesten - Collection Gugelmann - GS-GUGE-NÖTHIGER-F-2.tif
File:CH-NB - Aarwangen, Schloss - Collection Gugelmann - GS-GUGE-WEIBEL-F-5.tif
File:CH-NB - Aberli, Johann Ludwig, Maler und Radierer, 1723-1786 - Collection Gugelmann - GS-GUGE-PFENNINGER-C-3.tif
File:CH-NB - Abländschen - Collection Gugelmann - GS-GUGE-WEIBEL-D-3.tif
File:CH-NB - Adelboden, Pfarrhaus und Kirche - Collection Gugelmann - GS-GUGE-WEIBEL-D-4.tif
File:CH-NB - Adelboden, von Norden, Blick gegen die Engstligenalp - Collection Gugelmann - GS-GUGE-BLEULER-1-12.tif
File:CH-NB - Aegerten, Ruine am Gurten bei Bern - Collection Gugelmann - GS-GUGE-LAFOND-C-1.tif
File:CH-NB - Aegypten, Grab Barkuk und Moschee El Aschraf - Eduard Spelterini - EAD-WEHR-32034-B.tif
File:CH-NB - Aegypten, Kairo und Nil - Eduard Spelterini - EAD-WEHR-32043-B.tif
File:CH-NB - Aegypten, Moschee El Aschraf und Moschee El Barkuk - Eduard Spelterini - EAD-WEHR-32035-B.tif
File:CH-NB - Aegypten, Nil-Ebene - Eduard Spelterini - EAD-WEHR-32042-B.tif
File:CH-NB - Aegypten, Pyramiden von Gizeh - Eduard Spelterini - EAD-WEHR-32044-B.tif
File:CH-NB - Aegypten, Totenstadt - Eduard Spelterini - EAD-WEHR-32040-B.tif
File:CH-NB - Aegypten, Totenstadt - Eduard Spelterini - EAD-WEHR-32041-B.tif
File:CH-NB - Aelplerleben, Alpabzug - Collection Gugelmann - GS-GUGE-KÖNIG-C-4.tif
File:CH-NB - Aelplerleben, Alphornbläser, Trachten, Oberland - Collection Gugelmann - GS-GUGE-LORY-E-23.tif
File:CH-NB - Aeschi - Collection Gugelmann - GS-GUGE-WEIBEL-D-5.tif
File:CH-NB - Aetingen - Collection Gugelmann - GS-GUGE-WEIBEL-D-6a.tif
File:CH-NB - Aetingen - Collection Gugelmann - GS-GUGE-WEIBEL-D-6b.tif
File:CH-NB - Affen - Collection Gugelmann - GS-GUGE-MIND-F-15.tif
File:CH-NB - Affoltern am Albis, Häusergruppe - Collection Gugelmann - GS-GUGE-BENZ-E-1.tif
File:CH-NB - Affoltern im Emmental - Collection Gugelmann - GS-GUGE-WEIBEL-D-7.tif
File:CH-NB - Agiez, Maison, vue partielle - Collection Max van Berchem - EAD-9397.tif
File:CH-NB - Agiez, Église, vue partielle extérieure - Collection Max van Berchem - EAD-7187.tif
File:CH-NB - Aigle, Château - Collection Gugelmann - GS-GUGE-LINCK-B-7.tif
File:CH-NB - Aigle, Château - Collection Gugelmann - GS-GUGE-NÖTHIGER-F-3.tif
File:CH-NB - Aigle, Château, Donjon, vue partielle - Collection Max van Berchem - EAD-7161.tif
File:CH-NB - Aigle, Château, Portail, vue partielle - Collection Max van Berchem - EAD-7160.tif
File:CH-NB - Aigle, Château, vue partielle - Collection Max van Berchem - EAD-7156.tif
File:CH-NB - Aigle, Château, vue partielle - Collection Max van Berchem - EAD-7157.tif
File:CH-NB - Aigle, Château, vue partielle - Collection Max van Berchem - EAD-7158.tif
File:CH-NB - Aigle, Château, vue partielle - Collection Max van Berchem - EAD-7159.tif
File:CH-NB - Aigle, Grange, Portail, vue partielle - Collection Max van Berchem - EAD-7167.tif
File:CH-NB - Aigle, vue de la ville - Collection Gugelmann - GS-GUGE-MÜLLENER-B-1.tif
File:CH-NB - Aigle, vue du Château - Collection Gugelmann - GS-GUGE-MÜLLENER-B-2.tif
File:CH-NB - Aigle, Église, Choeur, vue partielle intérieure - Collection Max van Berchem - EAD-7165.tif
File:CH-NB - Aigle, Église, Fenêtre, vue partielle - Collection Max van Berchem - EAD-7163.tif
File:CH-NB - Aigle, Église, Fenêtre, vue partielle - Collection Max van Berchem - EAD-7164.tif
File:CH-NB - Aigle, Église, Plafond, vue partielle intérieure - Collection Max van Berchem - EAD-7166.tif
File:CH-NB - Aigle, Église, vue partielle - Collection Max van Berchem - EAD-7162.tif
File:CH-NB - Aiguille des Grand Charmoz, Mont-Blanc Massiv - Eduard Spelterini - EAD-WEHR-32124-B.tif
File:CH-NB - Aiguille du Chardonnet, Mont-Blanc Massiv - Eduard Spelterini - EAD-WEHR-32125-B.tif
File:CH-NB - Aiguille du Dru - Eduard Spelterini - EAD-WEHR-32094-B.tif
File:CH-NB - Aiguille Verte (Montblanc) - Eduard Spelterini - EAD-WEHR-32090-B.tif
File:CH-NB - Airolo, Kapelle Stalvedro, Gesamtaussenansicht - Collection Gugelmann - GS-GUGE-GESSNER-S-1-41.tif
File:CH-NB - Albinen, Ortsteilansicht - Collection Gugelmann - GS-GUGE-GESSNER-S-1-51.tif
File:CH-NB - Albligen - Collection Gugelmann - GS-GUGE-WEIBEL-D-8a.tif
File:CH-NB - Albligen - Collection Gugelmann - GS-GUGE-WEIBEL-D-8b.tif
File:CH-NB - Aletschhorn - Eduard Spelterini - EAD-WEHR-32086-B.tif
File:CH-NB - Aletschhorn, Gletscherhorn und Mittaghorn - Eduard Spelterini - EAD-WEHR-32087-B.tif
File:CH-NB - Allaman, Château, Façade, vue partielle - Collection Max van Berchem - EAD-7168.tif
File:CH-NB - Alpen, Bergsee auf einem Schweizer Pass (?) CH - Collection Gugelmann - GS-GUGE-KÖNIG-B-5.tif
File:CH-NB - Alphütten, Inneres - Collection Gugelmann - GS-GUGE-FREUDENBERGER-C-28.tif
File:CH-NB - Alphütten, Inneres - Collection Gugelmann - GS-GUGE-ZEHENDER-C-3.tif
File:CH-NB - Altdorf und Urnersee, von Südosten - Collection Gugelmann - GS-GUGE-LORY-A-7.tif
File:CH-NB - Altdorf, Haus am Tellplatz, Portal, vue d'ensemble - Collection Max van Berchem - EAD-6778.tif
File:CH-NB - Altdorf, von Südosten - Collection Gugelmann - GS-GUGE-TRACHSLER-F-7.tif
File:CH-NB - Altstadt-Insel bei Meggenhorn mit dem vom französischen Schriftsteller Abbé Raynal 1783 errichtete Obelisken zu Ehren der Gründer der Eidgenossenschaft - Collection Gugelmann - GS-GUGE-WOLF-7-38.tif
File:CH-NB - Altstätten, von Norden - Collection Gugelmann - GS-GUGE-BLEULER-2b-29.tif
File:CH-NB - Am Bielersee - Collection Gugelmann - GS-GUGE-ABERLI-3a-8.tif
File:CH-NB - Am Bielersee - Collection Gugelmann - GS-GUGE-ABERLI-3a-9.tif
File:CH-NB - Amsoldingen, Kirche, vue partielle extérieure - Collection Max van Berchem - EAD-6650.tif
File:CH-NB - Amsoldingen, Kirche, vue partielle extérieure - Collection Max van Berchem - EAD-6651.tif
File:CH-NB - Amsoldingen, Pfarrhaus und Kirche - Collection Gugelmann - GS-GUGE-WEIBEL-D-9a.tif
File:CH-NB - Amsoldingen, Pfarrhaus und Kirche - Collection Gugelmann - GS-GUGE-WEIBEL-D-9b.tif
File:CH-NB - Amsteg, Teilansicht - Collection Gugelmann - GS-GUGE-LORY-F-1.tif
File:CH-NB - Andeer - Collection Gugelmann - GS-GUGE-BLEULER-B-9.tif
File:CH-NB - Andeer, von Süden - Collection Gugelmann - GS-GUGE-BLEULER-2b-14.tif
File:CH-NB - Andelfingen - Collection Gugelmann - GS-GUGE-WINTERTHUR-D-16.tif
File:CH-NB - Andermatt - Eduard Spelterini - EAD-WEHR-32052-B.tif
File:CH-NB - Andernach, von Osten, von Irlich aus rheinabwärts - Collection Gugelmann - GS-GUGE-BLEULER-2b-67.tif
File:CH-NB - Annecy, Gehöft am Lac d'Annecy - Collection Gugelmann - GS-GUGE-HACKERT-F-2.tif
File:CH-NB - Annecy, Lac d'(?), mit Schlossruine - Collection Gugelmann - GS-GUGE-HACKERT-F-3.tif
File:CH-NB - Annecy, Tour Ronde am Lac d'Annecy (?) - Collection Gugelmann - GS-GUGE-HACKERT-F-1.tif
File:CH-NB - Anonym - Collection Gugelmann - GS-GUGE-LORY-F-5.tif
File:CH-NB - Anonym - Collection Gugelmann - GS-GUGE-LORY-F-6.tif
File:CH-NB - Ansicht auf Thun und den Thunersee von Steffisburg - Collection Gugelmann - GS-GUGE-LORY-C-32.tif
File:CH-NB - Appenzell - Collection Gugelmann - GS-GUGE-DINKEL-E-1.tif
File:CH-NB - Appenzell - Collection Gugelmann - GS-GUGE-KÖNIG-E-40.tif
File:CH-NB - Appenzell - Collection Gugelmann - GS-GUGE-MÜLLENER-E-7.tif
File:CH-NB - Appenzell, A. Rh. - Collection Gugelmann - GS-GUGE-KELLER-R-F-3.tif
File:CH-NB - Appenzell, am Rh. - Collection Gugelmann - GS-GUGE-FEYERABEND-C-1.tif
File:CH-NB - Appenzell, am Rh. - Collection Gugelmann - GS-GUGE-FEYERABEND-C-2.tif
File:CH-NB - Appenzell, am Rh. - Collection Gugelmann - GS-GUGE-FEYERABEND-E-1.tif
File:CH-NB - Appenzell, i. Rh. - Collection Gugelmann - GS-GUGE-FEYERABEND-E-2.tif
File:CH-NB - Appenzell, I. Rhein - Collection Gugelmann - GS-GUGE-KELLER-R-F-2.tif
File:CH-NB - Appenzell, Schwendi-Tobel - Collection Gugelmann - GS-GUGE-KOLLER-1-12.tiff
File:CH-NB - Appenzell, Trachten - Collection Gugelmann - GS-GUGE-LORY-E-5.tif
File:CH-NB - Appenzell, Trachten - Collection Gugelmann - GS-GUGE-LORY-E-6.tif
File:CH-NB - Appenzell, Trachten - Collection Gugelmann - GS-GUGE-LORY-E-7.tif
File:CH-NB - Appenzell, von Nordwesten - Collection Gugelmann - GS-GUGE-BIEDERMANN-A-1.tif
File:CH-NB - Appenzell, von Osten - Collection Gugelmann - GS-GUGE-SCHMID-A-C-1.tif
File:CH-NB - Appenzell, von Osten - Collection Gugelmann - GS-GUGE-TRACHSLER-F-16.tif
File:CH-NB - Appenzell, von Südosten - Collection Gugelmann - GS-GUGE-ISENRING-C-1.tif
File:CH-NB - Arabische Wüste - Eduard Spelterini - EAD-WEHR-32033-B.tif
File:CH-NB - Arbon, von Südosten, Gewitterstimmung am Bodensee - Collection Gugelmann - GS-GUGE-BLEULER-2b-33.tif
File:CH-NB - Arch - Collection Gugelmann - GS-GUGE-WEIBEL-D-10a.tif
File:CH-NB - Arch - Collection Gugelmann - GS-GUGE-WEIBEL-D-10b.tif
File:CH-NB - Arenenberg, Ausblick gegen Osten - Collection Gugelmann - GS-GUGE-LUTTRINGHAUSEN-1-8.tif
File:CH-NB - Arenenberg, von Südosten - Collection Gugelmann - GS-GUGE-WETZEL-C-9.tif
File:CH-NB - Argentière und Tal von Chamonix mit Mont Blanc, von Nordosten - Collection Gugelmann - GS-GUGE-HACKERT-B-6.tif
File:CH-NB - Arlesheim, Grotte der Ermitage - Collection Gugelmann - GS-GUGE-STUNTZ-E-2.tif
File:CH-NB - Arlesheim, Solitude - Collection Gugelmann - GS-GUGE-STUNTZ-B-2.tif
File:CH-NB - Arlesheim, Solitude - Collection Gugelmann - GS-GUGE-STUNTZ-B-3.tif
File:CH-NB - Arlesheim, Umgebung (?) - Collection Gugelmann - GS-GUGE-DUNKER-BA-E-4.tif
File:CH-NB - Arme - Collection Gugelmann - GS-GUGE-FEYERABEND-E-36.tif
File:CH-NB - Arme - Collection Gugelmann - GS-GUGE-KÖNIG-E-77.tif
File:CH-NB - Arme - Collection Gugelmann - GS-GUGE-KÖNIG-E-78.tif
File:CH-NB - Arme - Collection Gugelmann - GS-GUGE-KÖNIG-E-83.tif
File:CH-NB - Arme - Collection Gugelmann - GS-GUGE-WOCHER-TD-E-5.tif
File:CH-NB - Arme - Collection Gugelmann - GS-GUGE-WOCHER-TD-E-6.tif
File:CH-NB - Arnheim - Collection Gugelmann - GS-GUGE-BLEULER-2c-75.tif
File:CH-NB - Arth - Collection Gugelmann - GS-GUGE-WETZEL-E-15.tif
File:CH-NB - Arth, von Nordwesten - Collection Gugelmann - GS-GUGE-ASCHMANN-C-1.tif
File:CH-NB - Arth, von Nordwesten - Collection Gugelmann - GS-GUGE-SCHMID-DA-B-4.tif
File:CH-NB - Arveyron, Source - Collection Gugelmann - GS-GUGE-HACKERT-B-8.tif
File:CH-NB - Arveyron, Source de l'Arveyron und Glacier des Bois - Collection Gugelmann - GS-GUGE-LINCK-A-2.tif
File:CH-NB - Arzier-Le Muids, Le Muids, école, vue d'ensemble extérieure - Collection Max van Berchem - EAD-7368.tif
File:CH-NB - Aubonne, Château - Collection Gugelmann - GS-GUGE-NÖTHIGER-F-4.tif
File:CH-NB - Aubonne, Château, Arcade, vue partielle - Collection Max van Berchem - EAD-7191.tif
File:CH-NB - Aubonne, Château, Arcade, vue partielle - Collection Max van Berchem - EAD-7192.tif
File:CH-NB - Aubonne, Château, Donjon, vue partielle - Collection Max van Berchem - EAD-7193.tif
File:CH-NB - Aubonne, Château, Porte d'entrée, vue d'ensemble - Collection Max van Berchem - EAD-7189.tif
File:CH-NB - Aubonne, Château, Porte, vue d'ensemble - Collection Max van Berchem - EAD-7190.tif
File:CH-NB - Aubonne, Château, Porte, vue partielle - Collection Max van Berchem - EAD-7188.tif
File:CH-NB - Aubonne, Maison, Porte, vue d'ensemble - Collection Max van Berchem - EAD-7196.tif
File:CH-NB - Aubonne, Église, Clocher, vue partielle - Collection Max van Berchem - EAD-7194.tif
File:CH-NB - Aubonne, Église, Façade, vue partielle - Collection Max van Berchem - EAD-7195.tif
File:CH-NB - Augst, Gasthof Rössli, vue partielle - Collection Max van Berchem - EAD-6959.tif
File:CH-NB - Augst, Römisches Theater, Mauer, vue partielle - Collection Max van Berchem - EAD-6962.tif
File:CH-NB - Augst, Römisches Theater, vue partielle - Collection Max van Berchem - EAD-6960.tif
File:CH-NB - Augst, Römisches Theater, vue partielle - Collection Max van Berchem - EAD-6961.tif
File:CH-NB - Ausruff-Bilder 1-7 - Collection Gugelmann - GS-GUGE-HERRLIBERGER-4-1.tif
File:CH-NB - Ausruff-Bilder 35-43 - Collection Gugelmann - GS-GUGE-HERRLIBERGER-4-5.tif
File:CH-NB - Ausruff-Bilder 44-52 - Collection Gugelmann - GS-GUGE-HERRLIBERGER-4-6.tif
File:CH-NB - Ausruff-Bilder 53-59 - Collection Gugelmann - GS-GUGE-HERRLIBERGER-4-7.tif
File:CH-NB - Ausruff-Bilder 60-68 - Collection Gugelmann - GS-GUGE-HERRLIBERGER-4-8.tif
File:CH-NB - Ausruff-Bilder 69-77 - Collection Gugelmann - GS-GUGE-HERRLIBERGER-4-9.tif
File:CH-NB - Ausruff-Bilder 78-86 - Collection Gugelmann - GS-GUGE-HERRLIBERGER-4-10.tif
File:CH-NB - Ausruff-Bilder 87-95 - Collection Gugelmann - GS-GUGE-HERRLIBERGER-4-11.tif
File:CH-NB - Ausruff-Bilder 96-104 - Collection Gugelmann - GS-GUGE-HERRLIBERGER-4-12.tif
File:CH-NB - Ausruff-Bilder 105-111 - Collection Gugelmann - GS-GUGE-HERRLIBERGER-4-13.tif
File:CH-NB - Ausruff-Bilder 112-120 - Collection Gugelmann - GS-GUGE-HERRLIBERGER-4-14.tif
File:CH-NB - Ausruff-Bilder 121-129 - Collection Gugelmann - GS-GUGE-HERRLIBERGER-4-15.tif
File:CH-NB - Ausruff-Bilder 130-138 - Collection Gugelmann - GS-GUGE-HERRLIBERGER-4-16.tif
File:CH-NB - Ausruff-Bilder 139-147 - Collection Gugelmann - GS-GUGE-HERRLIBERGER-4-17.tif
File:CH-NB - Ausruff-Bilder 148-156 - Collection Gugelmann - GS-GUGE-HERRLIBERGER-4-18.tif
File:CH-NB - Ausruff-Bilder 000 - Collection Gugelmann - GS-GUGE-HERRLIBERGER-4-1.tif
File:CH-NB - Ausruff-Bilder 001 - Collection Gugelmann - GS-GUGE-HERRLIBERGER-4-1.tif
File:CH-NB - Ausruff-Bilder 002 - Collection Gugelmann - GS-GUGE-HERRLIBERGER-4-1.tif
File:CH-NB - Ausruff-Bilder 003 - Collection Gugelmann - GS-GUGE-HERRLIBERGER-4-1.tif
File:CH-NB - Ausruff-Bilder 004 - Collection Gugelmann - GS-GUGE-HERRLIBERGER-4-1.tif
File:CH-NB - Ausruff-Bilder 005 - Collection Gugelmann - GS-GUGE-HERRLIBERGER-4-1.tif
File:CH-NB - Ausruff-Bilder 006 - Collection Gugelmann - GS-GUGE-HERRLIBERGER-4-1.tif
File:CH-NB - Ausruff-Bilder 007 - Collection Gugelmann - GS-GUGE-HERRLIBERGER-4-1.tif
File:CH-NB - Ausruff-Bilder 035 - Collection Gugelmann - GS-GUGE-HERRLIBERGER-4-5.tif
