6533	File:ETH-BIB-Buschehr - Steinbruch-Persienflug 1924-1925-LBS MH02-02-0218-AL-FL.tif	بوشهر	fa	article	211768	133896	63.2276831249
6534	File:ETH-BIB-Buschehr - Steinbruch-Persienflug 1924-1925-LBS MH02-02-0219-AL-FL.tif	بوشهر	fa	article	211768	135084	63.7886743984
6535	File:ETH-BIB-Buschehr aus 100 m Höhe-Persienflug 1924-1925-LBS MH02-02-0197-AL-FL.tif	بوشهر	fa	article	211768	25988	12.2719202146
6536	File:ETH-BIB-Buschehr aus 1000 m Höhe-Persienflug 1924-1925-LBS MH02-02-0204-AL-FL.tif	بوشهر	fa	article	211768	120508	56.9056703562
6537	File:ETH-BIB-Buschehr aus 300 m Höhe-Persienflug 1924-1925-LBS MH02-02-0203-AL-FL.tif	बूशहर	hi	article	117457	28553	24.3093217092
6537	File:ETH-BIB-Buschehr aus 300 m Höhe-Persienflug 1924-1925-LBS MH02-02-0203-AL-FL.tif	بوشهر	fa	article	211768	119253	56.313040686
6537	File:ETH-BIB-Buschehr aus 300 m Höhe-Persienflug 1924-1925-LBS MH02-02-0203-AL-FL.tif	Bushehr	en	article	86674	22827	26.3366176708
6537	File:ETH-BIB-Buschehr aus 300 m Höhe-Persienflug 1924-1925-LBS MH02-02-0203-AL-FL.tif	Buschehr	de	article	26583	7208	27.1150735432
6538	File:ETH-BIB-Buschehr aus 400 m Höhe-Persienflug 1924-1925-LBS MH02-02-0200-AL-FL.tif	بوشهر	fa	article	211768	116745	55.1287257754
6539	File:ETH-BIB-Buschehr aus 600 m Höhe-Persienflug 1924-1925-LBS MH02-02-0196-AL-FL.tif	بوشهر	fa	article	211768	112978	53.349892335
6540	File:ETH-BIB-Buschehr aus 800 m Höhe-Persienflug 1924-1925-LBS MH02-02-0198-AL-FL.tif	بوشهر	fa	article	211768	114233	53.9425220052
6541	File:ETH-BIB-Buschehr aus 800 m Höhe-Persienflug 1924-1925-LBS MH02-02-0199-AL-FL.tif	بوشهر	fa	article	211768	115488	54.5351516754
6542	File:ETH-BIB-Buschehr aus 800 m Höhe-Persienflug 1924-1925-LBS MH02-02-0201-AL-FL.tif	بوشهر	fa	article	211768	117998	55.7204110158
6598	File:ETH-BIB-Bärau bei Langnau im Emmental-LBS H1-016488.tif	Bärau	de	article	17509	8460	48.3180078817
6602	File:ETH-BIB-Bäretswil aus 400 m-Inlandflüge-LBS MH01-002922.tif	Bäretswil	de	article	68498	41629	60.7740371982
