id	fle	w	c	o	tot
18385	File:ETH-BIB-Hüttwilen, Schloss Steinegg-LBS H1-012082.tif	0	1	0	1
18386	File:ETH-BIB-Hüttwilen, Schloss Steinegg-LBS H1-012083.tif	0	1	0	1
18387	File:ETH-BIB-Hüttwilen, Schloss Steinegg-LBS H1-016229.tif	0	1	0	1
18388	File:ETH-BIB-Hüttwilen, Schloss Steinegg-LBS H1-016230.tif	0	1	0	1
18174	File:ETH-BIB-Hutzikon, Girenbad, Schauenberg v. S. aus 900 m-Inlandflüge-LBS MH01-003995.tif	0	1	0	1
18175	File:ETH-BIB-Hutzikon, Turbenthal-Inlandflüge-LBS MH01-002621.tif	0	1	0	1
18395	File:ETH-BIB-Ibach SZ, Spinnerei Ibach und Hintere Muota-Brücke-Inlandflüge-LBS MH03-1721.tif	0	1	0	1
18399	File:ETH-BIB-Ibach-LBS H1-017180.tif	0	1	0	1
18400	File:ETH-BIB-Ibach-LBS H1-017181.tif	0	1	0	1
18401	File:ETH-BIB-Ibach-LBS H1-017182.tif	0	1	0	1
18402	File:ETH-BIB-Ibach-LBS H1-017183.tif	0	1	0	1
18396	File:ETH-BIB-Ibach, Kiesgrube-Inlandflüge-LBS MH03-0461.tif	0	1	0	1
18408	File:ETH-BIB-Ibergeregg-LBS H1-015358.tif	0	1	0	1
18409	File:ETH-BIB-Ibergeregg-LBS H1-015359.tif	0	1	0	1
18410	File:ETH-BIB-Ibergeregg-LBS H1-015360.tif	0	1	0	1
18413	File:ETH-BIB-Ibergeregg-LBS H1-025854.tif	0	1	0	1
18405	File:ETH-BIB-Ibergeregg, Mythen, Rigi, Pilatus v. O. aus 3000 m-Inlandflüge-LBS MH01-003365.tif	0	1	0	1
18429	File:ETH-BIB-Icogne bei Lens-LBS H1-019025.tif	0	1	0	1
18445	File:ETH-BIB-Iffwil v. S. aus 250 m-Inlandflüge-LBS MH01-006130.tif	0	1	0	1
18446	File:ETH-BIB-Iffwil, Zuzwil v. N. aus 1000 m-Inlandflüge-LBS MH01-003208.tif	0	1	0	1
18448	File:ETH-BIB-Igis v. W. aus 400 m-Inlandflüge-LBS MH01-003835.tif	0	1	0	1
18451	File:ETH-BIB-Igis-LBS H1-020861.tif	0	1	0	1
18452	File:ETH-BIB-Igis-LBS H1-024067.tif	0	1	0	1
18453	File:ETH-BIB-Igis-LBS H1-024068.tif	0	1	0	1
18449	File:ETH-BIB-Igis, Schloss Marschlins v. S. aus 800 m-Inlandflüge-LBS MH01-003837.tif	0	1	0	1
18476	File:ETH-BIB-Ilanz-LBS H1-010149.tif	0	1	0	1
18477	File:ETH-BIB-Ilanz-LBS H1-012059.tif	0	1	0	1
18478	File:ETH-BIB-Ilanz-LBS H1-012060.tif	0	1	0	1
18479	File:ETH-BIB-Ilanz-LBS H1-018192.tif	0	1	0	1
18480	File:ETH-BIB-Ilanz-LBS H1-018193.tif	0	1	0	1
18481	File:ETH-BIB-Ilanz-LBS H1-018194.tif	0	1	0	1
18482	File:ETH-BIB-Ilanz-LBS H1-019684.tif	0	1	0	1
18483	File:ETH-BIB-Ilanz-LBS H1-019685.tif	0	1	0	1
18484	File:ETH-BIB-Ilanz-LBS H1-019686.tif	0	1	0	1
18485	File:ETH-BIB-Ilanz-LBS H1-019687.tif	0	1	0	1
18486	File:ETH-BIB-Ilanz-LBS H1-019688.tif	0	1	0	1
18487	File:ETH-BIB-Ilanz-LBS H1-019689.tif	0	1	0	1
18488	File:ETH-BIB-Ilanz-LBS H1-019690.tif	0	1	0	1
18467	File:ETH-BIB-Ilanz, Castrisch, Rhein-LBS H1-018195.tif	0	1	0	1
18469	File:ETH-BIB-Ilanz, Sevgein, Castrisch, Sagogn v. W. aus 800 m-Inlandflüge-LBS MH01-003933.tif	0	1	0	1
18470	File:ETH-BIB-Ilanz, Valendas, Rheinlauf-LBS H1-019730.tif	0	1	0	1
18471	File:ETH-BIB-Ilanz, Valendas, Rheinlauf-LBS H1-019731.tif	0	1	0	1
18472	File:ETH-BIB-Ilanz, Valendas, Rheinlauf-LBS H1-019732.tif	0	1	0	1
18473	File:ETH-BIB-Ilanz, Valendas, Rheinlauf-LBS H1-019733.tif	0	1	0	1
18490	File:ETH-BIB-Ilanz. Glennermündung v. N. aus 600 m-Inlandflüge-LBS MH01-003918.tif	0	1	0	1
18505	File:ETH-BIB-Illens, Rossens-LBS H1-023583.tif	0	1	0	1
18506	File:ETH-BIB-Illens, Rossens-LBS H1-023584.tif	0	1	0	1
18507	File:ETH-BIB-Illens, Rossens-LBS H1-023585.tif	0	1	0	1
18508	File:ETH-BIB-Illens, Rossens-LBS H1-023586.tif	0	1	0	1
18509	File:ETH-BIB-Illens, Rossens-LBS H1-023587.tif	0	1	0	1
18510	File:ETH-BIB-Illens, Rossens-LBS H1-023588.tif	0	1	0	1
18511	File:ETH-BIB-Illens, Rossens-LBS H1-023589.tif	0	1	0	1
18512	File:ETH-BIB-Illens, Rossens-LBS H1-023590.tif	0	1	0	1
18513	File:ETH-BIB-Illens, Rossens-LBS H1-023591.tif	0	1	0	1
18514	File:ETH-BIB-Illgraben bei Leuk aus 1500 m-Inlandflüge-LBS MH01-004419.tif	0	1	0	1
18515	File:ETH-BIB-Illgraben bei Leuk-LBS H1-012305.tif	0	1	0	1
18516	File:ETH-BIB-Illgraben bei Leuk-LBS H1-012306.tif	0	1	0	1
18523	File:ETH-BIB-Illhorn, Bella Tola, Mischabel, Scharzhorn v. N. aus 3500 m-Inlandflüge-LBS MH01-004345.tif	0	1	0	1
18526	File:ETH-BIB-Illhorn, Pfynwald, Turtmann, Goms, Tracé der Lötschbergbahn v. W. aus 2500 m-Inlandflüge-LBS MH01-002146.tif	0	1	0	1
18530	File:ETH-BIB-Illighausen-LBS H1-017524.tif	0	1	0	1
18531	File:ETH-BIB-Illighausen-LBS H1-017525.tif	0	1	0	1
18537	File:ETH-BIB-Illnau v. S. aus 200 m-Inlandflüge-LBS MH01-002617.tif	1	1	0	2
18538	File:ETH-BIB-Illnau v. S. aus 200 m-Inlandflüge-LBS MH01-002618.tif	0	1	0	1
18539	File:ETH-BIB-Illnau v. S.-Inlandflüge-LBS MH01-002619.tif	1	1	0	2
18542	File:ETH-BIB-Illnau-LBS H1-012463.tif	0	1	0	1
18543	File:ETH-BIB-Illnau-LBS H1-013210.tif	0	1	0	1
18544	File:ETH-BIB-Illnau-LBS H1-013211.tif	0	1	0	1
18545	File:ETH-BIB-Illnau-LBS H1-013212.tif	0	1	0	1
18546	File:ETH-BIB-Illnau-LBS H1-013213.tif	0	1	0	1
18547	File:ETH-BIB-Illnau-LBS H1-014456.tif	0	1	0	1
18548	File:ETH-BIB-Illnau-LBS H1-015324.tif	0	1	0	1
18549	File:ETH-BIB-Illnau-LBS H1-019850.tif	0	1	0	1
18550	File:ETH-BIB-Illnau-LBS H1-019851.tif	0	1	0	1
18551	File:ETH-BIB-Illnau-LBS H1-019852.tif	0	1	0	1
18553	File:ETH-BIB-Illsee, Illhorn, Val Moiry v. N. aus 3500 m-Inlandflüge-LBS MH01-004426.tif	0	1	0	1
18554	File:ETH-BIB-Illsee, Rothorn, Les Diablons, Schwarzhorn, Val Zinal v. N. aus 3000 m-Inlandflüge-LBS MH01-004429.tif	0	1	0	1
18560	File:ETH-BIB-Iltios-LBS H1-011470.tif	0	1	0	1
18555	File:ETH-BIB-Iltios, Bergrestaurant-LBS H1-011469.tif	0	1	0	1
18556	File:ETH-BIB-Iltios, Churfirsten-LBS H1-025914.tif	0	1	0	1
18581	File:ETH-BIB-Im Lichte der Scheinwerfer starten und landen die französischen Postflugzeuge auf Kap Juby-Tschadseeflug 1930-31-LBS MH02-08-1092.tif	1	0	0	1
18587	File:ETH-BIB-Im Vordergrund der Piz Beverin von Norden-Inlandflüge-LBS MH01-006982B.tif	0	1	0	1
18588	File:ETH-BIB-Im Vordergrund Eggstöcke bei Brunwald, dahinter Hausstock, Bifertenstock und Selbsanft, Anflug von Norden-Inlandflüge-LBS MH01-007573.tif	0	1	0	1
18606	File:ETH-BIB-Immensee-LBS H1-013219.tif	0	1	0	1
18593	File:ETH-BIB-Immensee, Gymnasium-LBS H1-023772.tif	0	1	0	1
18594	File:ETH-BIB-Immensee, Gymnasium-LBS H1-023773.tif	0	1	0	1
18595	File:ETH-BIB-Immensee, Gymnasium-LBS H1-023774.tif	0	1	0	1
18596	File:ETH-BIB-Immensee, Gymnasium-LBS H1-023775.tif	0	1	0	1
18591	File:ETH-BIB-Immensee, Gymnasium, Immensee-LBS H1-009902.tif	0	1	0	1
18592	File:ETH-BIB-Immensee, Gymnasium, Immensee-LBS H1-012506.tif	0	1	0	1
18597	File:ETH-BIB-Immensee, Hotel Rigi-LBS H1-017391.tif	0	1	0	1
18600	File:ETH-BIB-Immensee, Küssnacht, Pilatus, Zugersee, Seeboden, Vierwaldstättersee-Inlandflüge-LBS MH01-001780.tif	0	1	0	1
18603	File:ETH-BIB-Immensee, Rigi v. N. aus 1600 m-Inlandflüge-LBS MH01-007785.tif	0	1	0	1
18615	File:ETH-BIB-In 6000 m Höhe über dem Nebelmeer, das sich gegen den indischen Ozean ausbreitet-Kilimanjaroflug 1929-30-LBS MH02-07-0106.tif	0	1	0	1
18620	File:ETH-BIB-In den Wolken-Inlandflüge-LBS MH01-000337.tif	0	2	0	2
18630	File:ETH-BIB-In der näheren Umgebung von Kap Juby lassen sich vorübergehend die Mauren mit ihren armseligen Zelten nieder, um an diesem einsamen Zivilisationsposten europäische Waren einzutauschen-Tschadseeflug 1930-31-LBS MH02-08-1098.tif	1	0	0	1
18638	File:ETH-BIB-Ingenbohl, Brunnen, hflue, Unterwaldneralpen-LBS H1-016043.tif	0	1	0	1
18639	File:ETH-BIB-Ingenbohl, Brunnen, Morschach, Unterwaldneralpen-LBS H1-016044.tif	0	1	0	1
18640	File:ETH-BIB-Ingenbohl, Kloster Ingenbohl-LBS H1-011039.tif	0	1	0	1
18641	File:ETH-BIB-Ingenbohl, Kloster Ingenbohl-LBS H1-011040.tif	0	1	0	1
18642	File:ETH-BIB-Ingenbohl, Kloster Ingenbohl-LBS H1-011041.tif	0	1	0	1
18643	File:ETH-BIB-Ingenbohl, Kloster Ingenbohl-LBS H1-011042.tif	0	1	0	1
18652	File:ETH-BIB-Ingenbohl, Kloster-Inlandflüge-LBS MH03-0460.tif	0	1	0	1
18647	File:ETH-BIB-Ingenbohl, Kloster, Ingenbohl-LBS H1-011044.tif	0	1	0	1
18648	File:ETH-BIB-Ingenbohl, Kloster, Ingenbohl-LBS H1-011045.tif	0	1	0	1
18649	File:ETH-BIB-Ingenbohl, Kloster, Ingenbohl-LBS H1-011046.tif	0	1	0	1
18650	File:ETH-BIB-Ingenbohl, Kloster, Ingenbohl-LBS H1-011047.tif	0	1	0	1
18651	File:ETH-BIB-Ingenbohl, Kloster, Schwyz, Mythen-LBS H1-017168.tif	0	1	0	1
18653	File:ETH-BIB-Ingenbohl, Mythen-LBS H1-019621.tif	0	1	0	1
18663	File:ETH-BIB-Ingolstadt-LBS H1-015925.tif	0	1	0	1
18664	File:ETH-BIB-Ingolstadt-LBS H1-015926.tif	0	1	0	1
18665	File:ETH-BIB-Ingolstadt-LBS H1-015927.tif	0	1	0	1
18666	File:ETH-BIB-Ingolstadt-LBS H1-015928.tif	0	1	0	1
18667	File:ETH-BIB-Ingolstadt-LBS H1-015929.tif	0	1	0	1
18668	File:ETH-BIB-Ingolstadt-LBS H1-015930.tif	0	1	0	1
18669	File:ETH-BIB-Ingolstadt-LBS H1-015931.tif	0	1	0	1
18670	File:ETH-BIB-Inkenberg (Baar)-LBS H1-009852.tif	0	1	0	1
18671	File:ETH-BIB-Inkwil, Röthenbach, Heimenhausen, Herzogenbuchsee v. W. aus 2000 m-Inlandflüge-LBS MH01-003250.tif	0	1	0	1
18673	File:ETH-BIB-Inkwilersee-LBS H1-012644.tif	0	1	0	1
18674	File:ETH-BIB-Inlandeis-Neu Friesland-Kap Fanshave-Lommebai von Nord-Nord-Westen aus 2200 m Höhe-Spitzbergenflug 1923-LBS MH02-01-0024.tif	0	1	0	1
18676	File:ETH-BIB-Inn bei Karrösten-Inlandflüge-LBS MH01-007197.tif	0	1	0	1
18681	File:ETH-BIB-Innenaufnahme Condor-Inlandflüge-LBS MH05-87-01.tif	0	1	0	1
18682	File:ETH-BIB-Innenaufnahme Condor-Inlandflüge-LBS MH05-87-02.tif	0	1	0	1
18683	File:ETH-BIB-Innenaufnahme Condor-Inlandflüge-LBS MH05-87-03.tif	0	1	0	1
18684	File:ETH-BIB-Innenaufnahme Condor-Inlandflüge-LBS MH05-87-04.tif	0	1	0	1
18685	File:ETH-BIB-Innenaufnahme Condor-Inlandflüge-LBS MH05-87-05.tif	0	1	0	1
18686	File:ETH-BIB-Innenaufnahme Condor-Inlandflüge-LBS MH05-87-06.tif	0	1	0	1
18687	File:ETH-BIB-Innenaufnahme Condor-Inlandflüge-LBS MH05-87-08.tif	0	1	0	1
18688	File:ETH-BIB-Innenaufnahme Condor-Inlandflüge-LBS MH05-87-09.tif	0	1	0	1
18689	File:ETH-BIB-Innenaufnahme Condor-Inlandflüge-LBS MH05-87-10.tif	0	1	0	1
18690	File:ETH-BIB-Innenaufnahme Condor-Inlandflüge-LBS MH05-87-11.tif	0	1	0	1
18691	File:ETH-BIB-Innenaufnahme Condor-Inlandflüge-LBS MH05-87-12.tif	0	1	0	1
18692	File:ETH-BIB-Innenaufnahme Condor-Inlandflüge-LBS MH05-87-13.tif	0	1	0	1
18693	File:ETH-BIB-Innenaufnahme Condor-Inlandflüge-LBS MH05-87-14.tif	0	1	0	1
18694	File:ETH-BIB-Innenaufnahme Condor-Inlandflüge-LBS MH05-87-15.tif	0	1	0	1
18695	File:ETH-BIB-Innenaufnahme Condor-Inlandflüge-LBS MH05-87-16.tif	0	1	0	1
18696	File:ETH-BIB-Innenaufnahme Condor-Inlandflüge-LBS MH05-87-17.tif	0	1	0	1
18697	File:ETH-BIB-Innenaufnahme Condor-Inlandflüge-LBS MH05-87-18.tif	0	1	0	1
18698	File:ETH-BIB-Innenaufnahme Condor-Inlandflüge-LBS MH05-87-19.tif	0	1	0	1
50720	File:ETH-BIB-Innenaufnahme Condor-Inlandflüge-LBS MH05-87-21.tif	0	1	0	1
50721	File:ETH-BIB-Innenhof der Alhambra, Granada-Nordafrikaflug 1932-LBS MH02-13-0583.tif	1	0	0	1
50728	File:ETH-BIB-Innerarosa, Arosa-LBS H1-011511.tif	0	1	0	1
50729	File:ETH-BIB-Innerarosa, Sattelhütte, Blick nach Nordwesten Weisshorn-LBS H1-011491.tif	0	1	0	1
50730	File:ETH-BIB-Innerbirrmoos, Linden, Schlegwegbad-Inlandflüge-LBS MH03-0586.tif	0	1	0	1
50731	File:ETH-BIB-Innerthal, Fluebrig-Inlandflüge-LBS MH01-003488.tif	0	1	0	1
50732	File:ETH-BIB-Innertkirchen, Aareschlucht, Grimsel, Haslital aus 3800 m-Inlandflüge-LBS MH01-000281.tif	0	1	0	1
50734	File:ETH-BIB-Innsbruck, Kalkkögel, Oetztaleralpen-Inlandflüge-LBS MH01-007985.tif	0	1	0	1
50735	File:ETH-BIB-Innsbruck, Kalkkögel, Oetztaleralpen-Inlandflüge-LBS MH01-007986.tif	0	1	0	1
50736	File:ETH-BIB-Inntal an der Grenze zwischen Deutschland und Öterreich-Inlandflüge-LBS MH01-007502.tif	0	1	0	1
50737	File:ETH-BIB-Inntal bei Wörgl-LBS H1-020330.tif	0	1	0	1
50738	File:ETH-BIB-Inntal bei Wörgl-LBS H1-020331.tif	0	1	0	1
50739	File:ETH-BIB-Inntal bei Wörgl-LBS H1-020332.tif	0	1	0	1
18700	File:ETH-BIB-Inntal, Hall, Insbruck-Inlandflüge-LBS MH01-007979.tif	0	1	0	1
18701	File:ETH-BIB-Inntal, Hall, Insbruck-Inlandflüge-LBS MH01-007980.tif	0	1	0	1
18702	File:ETH-BIB-Inntal, Igls, Stubbaieralpen-Inlandflüge-LBS MH01-007984.tif	0	1	0	1
18703	File:ETH-BIB-Inntal, Innsbruck aufwärts-LBS H1-020380.tif	0	1	0	1
18704	File:ETH-BIB-Inntal, Kufstein-Inlandflüge-LBS MH01-007485.tif	0	1	0	1
18709	File:ETH-BIB-Ins-LBS H1-011908.tif	0	1	0	1
18710	File:ETH-BIB-Ins-LBS H1-011909.tif	0	1	0	1
18711	File:ETH-BIB-Ins-LBS H1-011910.tif	0	1	0	1
18712	File:ETH-BIB-Ins-LBS H1-016956.tif	0	1	0	1
18713	File:ETH-BIB-Ins-LBS H1-016957.tif	0	1	0	1
18707	File:ETH-BIB-Ins, Grosses Moos-LBS H1-016958.tif	0	1	0	1
18745	File:ETH-BIB-Insel Lützelau-Inlandflüge-LBS MH01-006537.tif	0	1	0	1
18748	File:ETH-BIB-Insel Mainau, Blick von der nördlichen Bodenseeseite-LBS H1-017055-AL.tif	0	1	0	1
18749	File:ETH-BIB-Insel Mainau, Blick von Norden-LBS H1-017056.tif	0	1	0	1
18750	File:ETH-BIB-Insel Mainau, Blick von Norden-LBS H1-017058.tif	0	1	0	1
18751	File:ETH-BIB-Insel Mainau, Blick von Osten-LBS H1-017052.tif	0	1	0	1
18752	File:ETH-BIB-Insel Mainau, Blick von Osten-LBS H1-017053.tif	0	1	0	1
18753	File:ETH-BIB-Insel Mainau, Blick von Osten-LBS H1-017057.tif	0	1	0	1
18754	File:ETH-BIB-Insel Mainau, Blick von Südosten-LBS H1-017048.tif	0	1	0	1
18755	File:ETH-BIB-Insel Mainau, Blick von Südosten-LBS H1-017049.tif	0	1	0	1
18756	File:ETH-BIB-Insel Mainau, Blick von Südosten-LBS H1-017050.tif	0	1	0	1
18757	File:ETH-BIB-Insel Mainau, Blick von Südosten-LBS H1-017051.tif	0	1	0	1
18758	File:ETH-BIB-Insel Mainau, Blick von Südosten-LBS H1-017054.tif	0	1	0	1
18766	File:ETH-BIB-Insel Reichenau, Untersee, Deutschland-LBS H1-019293.tif	0	1	0	1
18765	File:ETH-BIB-Insel Reichenau, Untersee, Deutschland, Blick von Südosten-LBS H1-019292.tif	0	1	0	1
18767	File:ETH-BIB-Insel San Lazzaro degli Armeni, Venedig-Weitere-LBS MH02-39-0007.tif	1	0	0	1
18771	File:ETH-BIB-Insel Ufenau mit Passagierschiff "Linth"-LBS H1-016719.tif	0	1	0	1
18772	File:ETH-BIB-Insel Ufenau mit Passagierschiff "Linth"-LBS H1-016722.tif	0	1	0	1
18770	File:ETH-BIB-Insel Ufenau mit Passagierschiff "Linth", Seedamm-LBS H1-016721.tif	0	1	0	1
18776	File:ETH-BIB-Insel Ufenau-Inlandflüge-LBS MH01-007328.tif	0	1	0	1
18777	File:ETH-BIB-Insel Ufenau-LBS H1-009811.tif	0	1	0	1
18778	File:ETH-BIB-Insel Ufenau-LBS H1-014631.tif	0	1	0	1
18773	File:ETH-BIB-Insel Ufenau, Kirche aus 200 m-Inlandflüge-LBS MH01-004219.tif	0	1	0	1
18774	File:ETH-BIB-Insel Ufenau, Kirche aus 300 m-Inlandflüge-LBS MH01-004220.tif	0	1	0	1
18775	File:ETH-BIB-Insel Ufenau, Seedamm-LBS H1-016725.tif	0	1	0	1
18783	File:ETH-BIB-Institut Montana auf dem Zugerberg-Inlandflüge-LBS MH03-1864.tif	0	1	0	1
18790	File:ETH-BIB-Interlaken aus 400 m-Inlandflüge-LBS MH01-004801.tif	1	1	0	2
18791	File:ETH-BIB-Interlaken aus 400 m-Inlandflüge-LBS MH01-004802.tif	0	1	0	1
18792	File:ETH-BIB-Interlaken mit Harder-LBS H1-014280.tif	0	1	0	1
18793	File:ETH-BIB-Interlaken mit Niesen-LBS H1-014282.tif	0	1	0	1
18794	File:ETH-BIB-Interlaken v. N. aus 500 m-Inlandflüge-LBS MH01-001600.tif	0	1	0	1
18795	File:ETH-BIB-Interlaken v. W. aus 300 m-Inlandflüge-LBS MH01-004804.tif	0	1	0	1
18811	File:ETH-BIB-Interlaken-LBS H1-012426.tif	0	1	0	1
18812	File:ETH-BIB-Interlaken-LBS H1-012427.tif	0	1	0	1
18813	File:ETH-BIB-Interlaken-LBS H1-012428.tif	0	1	0	1
18814	File:ETH-BIB-Interlaken-LBS H1-012429.tif	0	1	0	1
18815	File:ETH-BIB-Interlaken-LBS H1-014273.tif	0	1	0	1
18816	File:ETH-BIB-Interlaken-LBS H1-014278.tif	0	1	0	1
18817	File:ETH-BIB-Interlaken-LBS H1-014279.tif	0	1	0	1
18818	File:ETH-BIB-Interlaken-LBS H1-014281.tif	0	1	0	1
18819	File:ETH-BIB-Interlaken-LBS H1-019526.tif	0	1	0	1
18820	File:ETH-BIB-Interlaken-LBS H1-019527.tif	0	1	0	1
18826	File:ETH-BIB-Interlaken-LBS H1-027046.tif	0	1	0	1
18796	File:ETH-BIB-Interlaken, Brienzersee, Faulhorn v. N. W. aus 2000 m-Inlandflüge-LBS MH01-004329.tif	0	1	0	1
18797	File:ETH-BIB-Interlaken, Finsteraarhorn, Eiger, Mönch, Jungfrau-LBS H1-019568.tif	0	1	0	1
18798	File:ETH-BIB-Interlaken, Finsteraarhorn, Eiger, Mönch, Jungfrau-LBS H1-019569.tif	0	1	0	1
18799	File:ETH-BIB-Interlaken, Hotel Bernerhof und Hotel Central-Inlandflüge-LBS MH03-0453.tif	0	1	0	1
18800	File:ETH-BIB-Interlaken, Hotel Heimwehfluh, von Nordwesten-Inlandflüge-LBS MH03-0454.tif	0	1	0	1
18801	File:ETH-BIB-Interlaken, Hotel Jungfraublick-Inlandflüge-LBS MH03-0456.tif	0	1	0	1
18802	File:ETH-BIB-Interlaken, Hotel Mattenhof-Inlandflüge-LBS MH03-0452.tif	0	1	0	1
18803	File:ETH-BIB-Interlaken, Hotel Viktoria-Inlandflüge-LBS MH01-007173.tif	0	1	0	1
18804	File:ETH-BIB-Interlaken, Hotels am Höhenweg-Inlandflüge-LBS MH03-0455.tif	0	1	0	1
18805	File:ETH-BIB-Interlaken, Lauterbrunnental, Jungfrau-LBS H1-012612.tif	0	1	0	1
18806	File:ETH-BIB-Interlaken, Savoy- und Parkhotel-Inlandflüge-LBS MH03-0457.tif	0	1	0	1
18807	File:ETH-BIB-Interlaken, Schreckhörner, Eiger, Mönch, Jungfrau-LBS H1-019567.tif	0	1	0	1
18808	File:ETH-BIB-Interlaken, Strandbad-Inlandflüge-LBS MH01-008160.tif	0	1	0	1
18809	File:ETH-BIB-Interlaken, Thunersee aus 4000 m-Inlandflüge-LBS MH01-000488.tif	0	1	0	1
18810	File:ETH-BIB-Interlaken, Wilderswil, Matten, b.I., Bönigen, Brienzersee, Rieder, Brienzergrat v. S. W. aus 3000 m-Inlandflüge-LBS MH01-004332.tif	0	1	0	1
18828	File:ETH-BIB-Internationaler Mathematikerkongress, Zürich 1932-Portrait-Portr 10680-C-FL.tif	0	1	0	1
18829	File:ETH-BIB-Internationaler Mathematikerkongress, Zürich 1932-Portrait-Portr 10680-FL.tif	2	3	0	5
18833	File:ETH-BIB-Intragna-LBS H1-015834.tif	0	51	0	51
18834	File:ETH-BIB-Intragna-LBS H1-015835.tif	0	1	0	1
18835	File:ETH-BIB-Intragna-LBS H1-015836.tif	0	1	0	1
18836	File:ETH-BIB-Intragna-LBS H1-015837.tif	0	1	0	1
18837	File:ETH-BIB-Intragna-LBS H1-025430.tif	0	1	0	1
18840	File:ETH-BIB-Inwil, Eschenbach-LBS H1-023501.tif	0	1	0	1
18841	File:ETH-BIB-Inwil, Eschenbach-LBS H1-023502.tif	0	1	0	1
18842	File:ETH-BIB-Inwil, Eschenbach-LBS H1-023503.tif	0	1	0	1
18843	File:ETH-BIB-Inwil, Eschenbach-LBS H1-023504.tif	0	1	0	1
18844	File:ETH-BIB-Inwil, Eschenbach-LBS H1-023505.tif	0	1	0	1
18845	File:ETH-BIB-Inwil, Eschenbach-LBS H1-023506.tif	0	1	0	1
18846	File:ETH-BIB-Inwil, Eschenbach-LBS H1-023507.tif	0	1	0	1
18847	File:ETH-BIB-Inwil, Eschenbach-LBS H1-023508.tif	0	1	0	1
18848	File:ETH-BIB-Inwil, Eschenbach-LBS H1-023509.tif	0	1	0	1
18849	File:ETH-BIB-Inwil, Eschenbach-LBS H1-023510.tif	0	1	0	1
18850	File:ETH-BIB-Inwil, Eschenbach-LBS H1-023511.tif	0	1	0	1
18851	File:ETH-BIB-Inwil, Ziegelei-LBS H1-015543.tif	0	1	0	1
18852	File:ETH-BIB-Inwil, Ziegelei-LBS H1-015544.tif	0	1	0	1
18904	File:ETH-BIB-Iseltwald v. N. W. aus 300 m-Inlandflüge-LBS MH01-005239.tif	0	1	0	1
18905	File:ETH-BIB-Iseltwald v. W. aus 100 m-Inlandflüge-LBS MH01-005129-AL.tif	0	1	0	1
18910	File:ETH-BIB-Iseltwald-LBS H1-012397.tif	0	1	0	1
18911	File:ETH-BIB-Iseltwald-LBS H1-012398.tif	0	1	0	1
18912	File:ETH-BIB-Iseltwald-LBS H1-019520.tif	0	1	0	1
18913	File:ETH-BIB-Iseltwald-LBS H1-019521.tif	0	1	0	1
18914	File:ETH-BIB-Iseltwald-LBS H1-019522.tif	0	1	0	1
18906	File:ETH-BIB-Iseltwald, Brienzersee, Weiss v. W. aus 1200 m-Inlandflüge-LBS MH01-005128.tif	0	1	0	1
18907	File:ETH-BIB-Iseltwald, Seeburg-Inlandflüge-LBS MH03-0458.tif	0	1	0	1
18908	File:ETH-BIB-Iseltwald, Seeburg-Inlandflüge-LBS MH03-0459.tif	0	1	0	1
18997	File:ETH-BIB-Isérables-LBS H1-011368.tif	0	1	0	1
18998	File:ETH-BIB-Isérables-LBS H1-011369.tif	0	1	0	1
18999	File:ETH-BIB-Isérables-LBS H1-011373.tif	0	1	0	1
19000	File:ETH-BIB-Isérables-LBS H1-019103.tif	0	1	0	1
18980	File:ETH-BIB-Isérables, Blick Norden Arpelistock-LBS H1-011370-AL.tif	0	1	0	1
18981	File:ETH-BIB-Isérables, Blick Norden Mont Gond-LBS H1-011371.tif	0	1	0	1
18918	File:ETH-BIB-Isfahan (grosse Moschee) aus 300 m Höhe-Persienflug 1924-1925-LBS MH02-02-0148-AL-FL.tif	0	1	0	1
18919	File:ETH-BIB-Isfahan mit Berghintergrund aus 300 m Höhe-Persienflug 1924-1925-LBS MH02-02-0149-AL-FL.tif	0	1	0	1
18920	File:ETH-BIB-Isfahan mit Berghintergrund aus 400 m Höhe-Persienflug 1924-1925-LBS MH02-02-0132-AL-FL.tif	0	1	0	1
18921	File:ETH-BIB-Isfahan mit Meidan-e Schah Platz-Persienflug 1924-1925-LBS MH02-02-0150-AL-FL.tif	0	1	0	1
18922	File:ETH-BIB-Isfahan- -Khaju-- Brücke über den Zayandeh Rud-Persienflug 1924-1925-LBS MH02-02-0161-AL-FL.tif	1	1	0	2
18923	File:ETH-BIB-Isfahan-Persienflug 1924-1925-LBS MH02-02-0249-AL-FL.tif	1	1	0	2
18924	File:ETH-BIB-Isla Persa, Blick nach Süden Piz Palü-LBS H1-011537.tif	1	1	0	2
18925	File:ETH-BIB-Isla Persa, Blick nach Süden Piz Palü-LBS H1-011539-AL.tif	0	1	0	1
18936	File:ETH-BIB-Isleten (Bauen) am Urnersee aus 300 m-Inlandflüge-LBS MH01-002952.tif	0	1	0	1
18937	File:ETH-BIB-Islikon v. S. O. aus 300 m-Inlandflüge-LBS MH01-004007.tif	0	1	0	1
18938	File:ETH-BIB-Islikon-LBS H1-012628.tif	0	1	0	1
18939	File:ETH-BIB-Islikon-LBS H1-016221.tif	0	1	0	1
18940	File:ETH-BIB-Islikon-LBS H1-016222.tif	0	1	0	1
18944	File:ETH-BIB-Islisberg-LBS H1-013656.tif	0	1	0	1
