id	fle	w	c	o	tot
44601	File:ETH-BIB-Windisch, Spinnerei Kunz-Inlandflüge-LBS MH03-1786.tif	0	1	0	1
44602	File:ETH-BIB-Windisch, Spinnerei Windisch-Inlandflüge-LBS MH01-006870.tif	0	1	0	1
44603	File:ETH-BIB-Windisch, Turgi, Stilli, Laufohr v. S. aus 1000 m-Inlandflüge-LBS MH01-003118.tif	1	1	0	2
44610	File:ETH-BIB-Windlach-LBS H1-012868.tif	0	1	0	1
44609	File:ETH-BIB-Windlach, Raat, Weiach-LBS H1-014595.tif	0	1	0	1
49196	File:ETH-BIB-Winkel (ZH), Haus Spörrle, Buechenweg 17-LBS H1-020884.tif	0	1	0	1
49200	File:ETH-BIB-Winkel-LBS H1-014596.tif	0	1	0	1
49203	File:ETH-BIB-Winkel-LBS H1-026890.tif	0	1	0	1
49205	File:ETH-BIB-Winkel-LBS H1-026892.tif	0	1	0	1
44629	File:ETH-BIB-Winkel-LBS H1-027985.tif	0	1	0	1
44643	File:ETH-BIB-Winkeln-LBS H1-029408.tif	0	1	0	1
44641	File:ETH-BIB-Winkeln, St. Gallen, Karrer & Cie, Altstofffirma-Inlandflüge-LBS MH03-1320.tif	0	1	0	1
44652	File:ETH-BIB-Winterberg-LBS H1-026671.tif	0	1	0	1
44653	File:ETH-BIB-Winterberg-LBS H1-026681.tif	0	1	0	1
44651	File:ETH-BIB-Winterberg, Kemptthal-LBS H1-016238.tif	0	1	0	1
44650	File:ETH-BIB-Winterberg, Kemptthal, Zürich Oberland v. N. aus 1200 m-Inlandflüge-LBS MH01-005824.tif	0	1	0	1
44660	File:ETH-BIB-Wintersingen, Nusshof, Rickenbach, Buus, Maisprach, Zeiningen v. S. aus 3000 m-Inlandflüge-LBS MH01-003301.tif	0	1	0	1
44662	File:ETH-BIB-Winterstock, Galenstock, Rhônestock, Berneralpen v. O. aus 3600 m-Inlandflüge-LBS MH01-005642.tif	0	1	0	1
44664	File:ETH-BIB-Winterstock, Tiefengletscher, Galenstock, Berneralpen v. O.-Inlandflüge-LBS MH01-005643.tif	0	1	0	1
44670	File:ETH-BIB-Winterthur v. S. O. aus 800 m-Inlandflüge-LBS MH01-000629.tif	0	1	0	1
44761	File:ETH-BIB-Winterthur-Grüze-Inlandflüge-LBS MH03-1673.tif	0	1	0	1
44762	File:ETH-BIB-Winterthur-Grüze-Inlandflüge-LBS MH03-1695.tif	0	1	0	1
44763	File:ETH-BIB-Winterthur-Grüze-Inlandflüge-LBS MH03-1744.tif	0	1	0	1
44764	File:ETH-BIB-Winterthur-Grüze-Inlandflüge-LBS MH03-1750.tif	0	1	0	1
44758	File:ETH-BIB-Winterthur-Grüze, Blick gegen Osten-Inlandflüge-LBS MH03-1743.tif	0	1	0	1
44759	File:ETH-BIB-Winterthur-Grüze, Fabrik-Inlandflüge-LBS MH03-1599.tif	0	1	0	1
44760	File:ETH-BIB-Winterthur-Grüze, Fabrikneubau unweit der St. Galler-Strasse-Inlandflüge-LBS MH03-1370.tif	0	1	0	1
44765	File:ETH-BIB-Winterthur-Inlandflüge-LBS MH01-008219.tif	0	1	0	1
44766	File:ETH-BIB-Winterthur-Inlandflüge-LBS MH01-008220.tif	0	1	0	1
44767	File:ETH-BIB-Winterthur-LBS H1-013107.tif	0	1	0	1
44768	File:ETH-BIB-Winterthur-LBS H1-013108.tif	0	1	0	1
44769	File:ETH-BIB-Winterthur-LBS H1-013110.tif	0	1	0	1
44770	File:ETH-BIB-Winterthur-LBS H1-013111.tif	0	1	0	1
44771	File:ETH-BIB-Winterthur-LBS H1-013112.tif	0	1	0	1
44772	File:ETH-BIB-Winterthur-LBS H1-013209.tif	0	1	0	1
44773	File:ETH-BIB-Winterthur-LBS H1-019501.tif	0	1	0	1
44778	File:ETH-BIB-Winterthur-LBS H1-023286.tif	0	1	0	1
44779	File:ETH-BIB-Winterthur-LBS H1-023301.tif	0	1	0	1
44781	File:ETH-BIB-Winterthur-Seen v. S. aus 200 m-Inlandflüge-LBS MH01-002613 croppedandcorrected.tif	0	1	0	1
44782	File:ETH-BIB-Winterthur-Seen v. S. aus 200 m-Inlandflüge-LBS MH01-002613.tif	2	2	0	4
44790	File:ETH-BIB-Winterthur-Seen-LBS H1-023283.tif	0	1	0	1
44791	File:ETH-BIB-Winterthur-Seen-LBS H1-023293.tif	0	1	0	1
44792	File:ETH-BIB-Winterthur-Seen-LBS H1-023302.tif	0	1	0	1
44793	File:ETH-BIB-Winterthur-Seen-LBS H1-023333.tif	0	1	0	1
44783	File:ETH-BIB-Winterthur-Seen, Gotzenwil, Wohnkolonie-LBS H1-010719.tif	0	2	0	2
44794	File:ETH-BIB-Winterthur-Töss aus 500 m-Inlandflüge-LBS MH01-000631-AL.tif	0	1	0	1
44795	File:ETH-BIB-Winterthur-Töss aus 880 m-Inlandflüge-LBS MH01-006512.tif	0	1	0	1
44796	File:ETH-BIB-Winterthur-Töss v. W. aus 1200 m-Inlandflüge-LBS MH01-005836.tif	0	1	0	1
44797	File:ETH-BIB-Winterthur-Töss v. W. aus 1200 m-Inlandflüge-LBS MH01-005837.tif	0	1	0	1
44798	File:ETH-BIB-Winterthur-Töss von Süden-Inlandflüge-LBS MH03-1758.tif	0	1	0	1
44805	File:ETH-BIB-Winterthur-Töss-Inlandflüge-LBS MH01-000943.tif	0	1	0	1
44806	File:ETH-BIB-Winterthur-Töss-Inlandflüge-LBS MH01-002356.tif	0	1	0	1
44807	File:ETH-BIB-Winterthur-Töss-Inlandflüge-LBS MH01-006746.tif	0	1	0	1
44808	File:ETH-BIB-Winterthur-Töss-Inlandflüge-LBS MH01-007321.tif	0	1	0	1
44809	File:ETH-BIB-Winterthur-Töss-LBS H1-019503.tif	0	1	0	1
44810	File:ETH-BIB-Winterthur-Töss-LBS H1-023284.tif	0	1	0	1
44811	File:ETH-BIB-Winterthur-Töss-LBS H1-023287.tif	0	1	0	1
44799	File:ETH-BIB-Winterthur-Töss, Brüelberg, Wülflingen aus 500 m-Inlandflüge-LBS MH01-003072.tif	0	1	0	1
44800	File:ETH-BIB-Winterthur-Töss, Maschinenfabrik Rieter-Inlandflüge-LBS MH03-1424.tif	0	1	0	1
44804	File:ETH-BIB-Winterthur-Töss, Schweizerische Lokomotiv- und Maschinenfabrik (SLM) und Gebrüder Sulzer AG-Inlandflüge-LBS MH03-1643.tif	0	1	0	1
44814	File:ETH-BIB-Winterthur-Tössfeld, Industrien, Fabriken bei Töss-Inlandflüge-LBS MH01-004025.tif	0	1	0	1
44817	File:ETH-BIB-Winterthur-Veltheim-Inlandflüge-LBS MH01-003096.tif	0	1	0	1
44816	File:ETH-BIB-Winterthur-Veltheim, Rosenburg-LBS H1-019504.tif	0	1	0	1
44819	File:ETH-BIB-Winterthur-Wülflingen aus 200 m-Inlandflüge-LBS MH01-002274.tif	0	1	0	1
44822	File:ETH-BIB-Winterthur-Wülflingen-LBS H1-023294.tif	0	1	0	1
44820	File:ETH-BIB-Winterthur-Wülflingen, Veltheim, Tösstal v. S. W. aus 600 m-Inlandflüge-LBS MH01-003624.tif	0	1	0	1
44671	File:ETH-BIB-Winterthur, "Winterthur" -Schweizerische Unfallversicherungsgesellschaft und Lebensversicherungsgesellschaft-Inlandflüge-LBS MH03-1677.tif	0	1	0	1
44672	File:ETH-BIB-Winterthur, Altstadt aus 400 m-Inlandflüge-LBS MH01-003446.tif	0	1	0	1
44673	File:ETH-BIB-Winterthur, Altstadt aus 500 m-Inlandflüge-LBS MH01-000545.tif	0	1	0	1
44674	File:ETH-BIB-Winterthur, Altstadt aus 600 m-Inlandflüge-LBS MH01-000612.tif	0	1	0	1
44675	File:ETH-BIB-Winterthur, Altstadt v. O. aus 500 m-Inlandflüge-LBS MH01-000628.tif	0	1	0	1
44677	File:ETH-BIB-Winterthur, Altstadt-Inlandflüge-LBS MH01-001936.tif	0	1	0	1
44678	File:ETH-BIB-Winterthur, Altstadt-Inlandflüge-LBS MH01-004623.tif	0	1	0	1
44679	File:ETH-BIB-Winterthur, Altstadt-Inlandflüge-LBS MH01-007404.tif	0	1	0	1
44680	File:ETH-BIB-Winterthur, Altstadt-Inlandflüge-LBS MH01-007905.tif	0	1	0	1
44685	File:ETH-BIB-Winterthur, Altstadt-LBS H1-013085.tif	0	1	0	1
44686	File:ETH-BIB-Winterthur, Altstadt-LBS H1-013086.tif	0	1	0	1
44687	File:ETH-BIB-Winterthur, Altstadt-LBS H1-013109.tif	0	1	0	1
44688	File:ETH-BIB-Winterthur, Altstadt-LBS H1-013113.tif	0	1	0	1
44689	File:ETH-BIB-Winterthur, Altstadt-LBS H1-013205.tif	0	1	0	1
44690	File:ETH-BIB-Winterthur, Altstadt-LBS H1-013206.tif	0	1	0	1
44691	File:ETH-BIB-Winterthur, Altstadt-LBS H1-013207.tif	0	1	0	1
44692	File:ETH-BIB-Winterthur, Altstadt-LBS H1-014046.tif	0	1	0	1
44693	File:ETH-BIB-Winterthur, Altstadt-LBS H1-014047.tif	0	1	0	1
44694	File:ETH-BIB-Winterthur, Altstadt-LBS H1-014048.tif	0	1	0	1
44676	File:ETH-BIB-Winterthur, Altstadt, Tössfeld v. O. aus 400 m-Inlandflüge-LBS MH01-005478.tif	0	1	0	1
44699	File:ETH-BIB-Winterthur, Bahnhof und Altstadt aus 600 m-Inlandflüge-LBS MH01-000630.tif	0	1	0	1
44700	File:ETH-BIB-Winterthur, Bahnhof, Gebrüder Volkart-Inlandflüge-LBS MH01-006136.tif	0	1	0	1
44701	File:ETH-BIB-Winterthur, Burg Hegi-Inlandflüge-LBS MH01-006430.tif	0	1	0	1
44702	File:ETH-BIB-Winterthur, Fabrikquartier-Inlandflüge-LBS MH01-007320.tif	0	1	0	1
44703	File:ETH-BIB-Winterthur, Friedhof Rosenberg aus 400 m-Inlandflüge-LBS MH01-004023.tif	0	1	0	1
44704	File:ETH-BIB-Winterthur, Geiselweid, Ostquartier aus 800 m-Inlandflüge-LBS MH01-000632.tif	0	1	0	1
44705	File:ETH-BIB-Winterthur, Güterbahnhof-Inlandflüge-LBS MH01-004605.tif	0	1	0	1
44706	File:ETH-BIB-Winterthur, Haus "zur Eichholtern“ oder Villa Wolfer-Sulzer am Rosenrain 17-Inlandflüge-LBS MH03-1404.tif	0	1	0	1
44708	File:ETH-BIB-Winterthur, Industrie im Tössfeld, vom Brühlberg her gesehen-Inlandflüge-LBS MH03-1665.tif	0	1	0	1
44709	File:ETH-BIB-Winterthur, Industrie im Tössfeld, vom Brühlberg her gesehen-Inlandflüge-LBS MH03-1666.tif	0	1	0	1
44710	File:ETH-BIB-Winterthur, Industriequartier-Inlandflüge-LBS MH01-007798.tif	0	1	0	1
44711	File:ETH-BIB-Winterthur, Kantonsschule-Inlandflüge-LBS MH01-006862.tif	0	1	0	1
44712	File:ETH-BIB-Winterthur, Kantonsschule-LBS H1-016753.tif	0	1	0	1
44714	File:ETH-BIB-Winterthur, Kantonsschule-LBS H1-026088.tif	0	1	0	1
44715	File:ETH-BIB-Winterthur, Kantonsspital-Inlandflüge-LBS MH01-004024.tif	0	1	0	1
44718	File:ETH-BIB-Winterthur, Neumarkt, Markttag-LBS H1-013208.tif	0	1	0	1
44719	File:ETH-BIB-Winterthur, Neuwiesen, Rosenberg-LBS H1-019502.tif	0	1	0	1
44720	File:ETH-BIB-Winterthur, Neuwiesen, Veltheim, Wülflingen-Inlandflüge-LBS MH01-005467-AL.tif	0	1	0	1
44757	File:ETH-BIB-Winterthur, östlicher Teil v. W. aus 300 m-Inlandflüge-LBS MH01-006256.tif	0	1	0	1
44724	File:ETH-BIB-Winterthur, Römerstrasse, Stadtrain-Inlandflüge-LBS MH01-007906.tif	0	1	0	1
44725	File:ETH-BIB-Winterthur, Römerstrasse, Stadtrain-Inlandflüge-LBS MH01-007907.tif	0	1	0	1
44722	File:ETH-BIB-Winterthur, Rosenberg-LBS H1-014429.tif	0	1	0	1
44723	File:ETH-BIB-Winterthur, Ruine Alt Wülflingen-LBS H1-014430.tif	0	1	0	1
44726	File:ETH-BIB-Winterthur, Schleife-Areal aus Nordosten-Inlandflüge-LBS MH03-1467.tif	0	1	0	1
44727	File:ETH-BIB-Winterthur, Schleife-Areal von Westen-Inlandflüge-LBS MH03-1710.tif	0	1	0	1
44734	File:ETH-BIB-Winterthur, Stadthaus, Inner Lind, Goldenberg, Altstadt mit Bäumli-Inlandflüge-LBS MH01-006565.tif	0	1	0	1
44735	File:ETH-BIB-Winterthur, Stadtkirche aus 300 m-Inlandflüge-LBS MH01-000110.tif	0	1	0	1
44737	File:ETH-BIB-Winterthur, Sulzer, Lokomotiv-Fabrik-LBS H1-029373.tif	0	1	0	1
44738	File:ETH-BIB-Winterthur, Sulzer, Lokomotiv-Fabrik-LBS H1-029374.tif	0	1	0	1
44741	File:ETH-BIB-Winterthur, Sulzerareal aus 100 m-Inlandflüge-LBS MH01-007904.tif	0	1	0	1
44742	File:ETH-BIB-Winterthur, Tössfeld, Sulzer v. O. aus 400 m-Inlandflüge-LBS MH01-005473.tif	0	1	0	1
44743	File:ETH-BIB-Winterthur, Tössfeld, Sulzer-Inlandflüge-LBS MH03-1479.tif	0	1	0	1
44750	File:ETH-BIB-Winterthur, Umfahrungsstrasse-LBS H1-027421.tif	0	1	0	1
44752	File:ETH-BIB-Winterthur, Veltheim v. N. W.-Inlandflüge-LBS MH01-005835.tif	0	1	0	1
44753	File:ETH-BIB-Winterthur, Villa Tössertobel an der Eichwaldstrasse 3-Inlandflüge-LBS MH03-1428.tif	0	1	0	1
44754	File:ETH-BIB-Winterthur, Villa Tössertobel an der Eichwaldstrasse 3-Inlandflüge-LBS MH03-1793.tif	0	1	0	1
44755	File:ETH-BIB-Winterthur, Zentrum-Inlandflüge-LBS MH01-006745.tif	0	1	0	1
44756	File:ETH-BIB-Winterthur, Zweigwerk Oberwinterthur der Firma Gebrüder Sulzer AG-Inlandflüge-LBS MH03-1764.tif	0	1	0	1
44823	File:ETH-BIB-Winterthur; Kantonale Zürcherische Ausstellung für Landwirtschaft und Gartenbau-Inlandflüge-LBS MH03-1796.tif	0	1	0	1
44824	File:ETH-BIB-Winterthur; Kantonale Zürcherische Ausstellung für Landwirtschaft und Gartenbau-Inlandflüge-LBS MH03-1821.tif	0	1	0	1
44825	File:ETH-BIB-Winznau, Lostorf-LBS H1-014715.tif	0	1	0	1
44826	File:ETH-BIB-Winznau, Obergösgen, Lostorf, Geissflue v. S. aus 1500 m-Inlandflüge-LBS MH01-004053.tif	0	1	0	1
44827	File:ETH-BIB-Winznau, Olten, Trimbach-LBS H1-014743.tif	0	1	0	1
44836	File:ETH-BIB-Wisen, Hauenstein, Bölchengebiet v. N. O. aus 1600 m-Inlandflüge-LBS MH01-004148.tif	0	1	0	1
44838	File:ETH-BIB-Wissmilen, Spitzmeilen, Schilstal, Seeztäler, Rheintal, Scesaplana mit Wasserflugzeug v. W. aus 4000 m-Inlandflüge-LBS MH01-001455.tif	0	1	0	1
44840	File:ETH-BIB-Witenalpstock, Oberalpstock, Düssi, Tödi-Inlandflüge-LBS MH05-04-07.tif	0	1	0	1
44841	File:ETH-BIB-Witenstock, Intschialp Schrotenstock, Grosser Spannort, Krönte, Schlossberg-Inlandflüge-LBS MH01-002400.tif	0	1	0	1
44842	File:ETH-BIB-Witenwasseren, Leckihorn, Witenwasserstock, Pizzo Rotondo, Basodino, Muttenalp-Inlandflüge-LBS MH01-005645.tif	0	1	0	1
44843	File:ETH-BIB-Witenwasseren, Pizzo Lucendro, Pizzo Rotondo, Spitzliberg, Basodino-Inlandflüge-LBS MH01-005641.tif	0	1	0	1
44844	File:ETH-BIB-Witenwasserengletscher, Rotondohütte, Leckihorn aus 4000 m-Inlandflüge-LBS MH01-005651.tif	0	1	0	1
44845	File:ETH-BIB-Witenwasserengletscher, Rotondohütte, Witenwasserstock, Leckihorn-Inlandflüge-LBS MH01-005649.tif	0	1	0	1
44846	File:ETH-BIB-Witenwasserenstock, Leckihorn, Pizzo Rotondo, Blindenhorn, Walliseralpen-Inlandflüge-LBS MH01-005650.tif	0	1	0	1
44847	File:ETH-BIB-Wittenberg an der Elbe-Inlandflüge-LBS MH01-006348.tif	0	1	0	1
44851	File:ETH-BIB-Wittenwasseental, Passo di Cananna, Piz Rotondo, Basodino^, Passo di Cavanna aus 3800 m-Inlandflüge-LBS MH01-002411.tif	0	1	0	1
44852	File:ETH-BIB-Wittenwasserental, Pizzo Lucendro v. N. aus 3800 m-Inlandflüge-LBS MH01-002422.tif	0	1	0	1
44853	File:ETH-BIB-Wittenwasserntal, Pizzo Lucendro, Passo di Cavanna v. N. aus 4000 m-Inlandflüge-LBS MH01-002433.tif	0	1	0	1
44855	File:ETH-BIB-Witterswil-LBS H1-013351.tif	0	1	0	1
44856	File:ETH-BIB-Wittnau, Altenberg, Tiersteinberg v. S. S. O. aus 1000 m-Inlandflüge-LBS MH01-004780.tif	0	1	0	1
44857	File:ETH-BIB-Wittnau, Frick-LBS H1-013301.tif	0	1	0	1
44858	File:ETH-BIB-Wittnau, Oberfrick, Gipf, Frick, Chornberg-LBS H1-013844.tif	0	1	0	1
44859	File:ETH-BIB-Wittwil, Schöftland, Muhen, Suhrental v. S. aus 2000 m-Inlandflüge-LBS MH01-003130.tif	0	1	0	1
44861	File:ETH-BIB-Wohlen aus 300 m-Inlandflüge-LBS MH01-002743.tif	0	1	0	1
44862	File:ETH-BIB-Wohlen aus 300 m-Inlandflüge-LBS MH01-002744.tif	0	1	0	1
44863	File:ETH-BIB-Wohlen aus 300 m-Inlandflüge-LBS MH01-004383.tif	0	1	0	1
44869	File:ETH-BIB-Wohlen-Inlandflüge-LBS MH01-008164.tif	0	1	0	1
44870	File:ETH-BIB-Wohlen-Inlandflüge-LBS MH05-79-04.tif	0	1	0	1
44871	File:ETH-BIB-Wohlen-Inlandflüge-LBS MH05-79-05.tif	0	1	0	1
44872	File:ETH-BIB-Wohlen-Inlandflüge-LBS MH05-79-06.tif	0	1	0	1
44873	File:ETH-BIB-Wohlen-Inlandflüge-LBS MH05-79-07.tif	0	1	0	1
44875	File:ETH-BIB-Wohlen-LBS H1-009720.tif	0	1	0	1
44876	File:ETH-BIB-Wohlen-LBS H1-009743.tif	1	0	0	1
44877	File:ETH-BIB-Wohlen-LBS H1-010655.tif	0	1	0	1
44878	File:ETH-BIB-Wohlen-LBS H1-013592.tif	0	1	0	1
44879	File:ETH-BIB-Wohlen-LBS H1-015205.tif	0	1	0	1
44883	File:ETH-BIB-Wohlen-LBS H1-022311.tif	0	1	0	1
44884	File:ETH-BIB-Wohlen-LBS H1-024261.tif	0	1	0	1
44885	File:ETH-BIB-Wohlen-LBS H1-024262.tif	0	1	0	1
44886	File:ETH-BIB-Wohlen-LBS H1-024327.tif	0	1	0	1
44887	File:ETH-BIB-Wohlen-LBS H1-024328.tif	0	1	0	1
44888	File:ETH-BIB-Wohlen-LBS H1-024329.tif	0	1	0	1
44866	File:ETH-BIB-Wohlen, Villmergen-LBS H1-015206.tif	1	1	0	2
44867	File:ETH-BIB-Wohlen, Waltenschwil, Gokard Bahn-LBS H1-024330.tif	0	1	0	1
44905	File:ETH-BIB-Wohlenschwil, Mellingen-LBS H1-024308.tif	0	1	0	1
44910	File:ETH-BIB-Wohlensee-Inlandflüge-LBS MH01-006786.tif	0	1	0	1
44907	File:ETH-BIB-Wohlensee, E. W. Mühleberg-Inlandflüge-LBS MH01-006785.tif	0	1	0	1
44908	File:ETH-BIB-Wohlensee, E.W. Mühleberg aus 300 m-Inlandflüge-LBS MH01-004500.tif	0	1	0	1
44909	File:ETH-BIB-Wohlensee, Eymatt-LBS H1-013181.tif	0	1	0	1
44913	File:ETH-BIB-Wojowitz, Zinkau, Kakorow-Inlandflüge-LBS MH01-006360.tif	1	1	0	2
44923	File:ETH-BIB-Wolf, Johann Rudolf (1816-1893)-Portrait-Portr 12033-RE.tif (cropped).jpg	0	1	0	1
44924	File:ETH-BIB-Wolf, Johann Rudolf (1816-1893)-Portrait-Portr 12033-RE.tif.jpg	14	3	3	20
44926	File:ETH-BIB-Wolfegg, Schloss Wolfegg-Inlandflüge-LBS MH01-003974.tiff	0	1	0	1
44927	File:ETH-BIB-Wolfer, Alfred (1854-1931), Ingenieur - Schule, Eidgenössisches Polytechnikum Zürich, 1899-1903-Portrait-Portr 02360-029-AL.jpg	0	2	0	2
44928	File:ETH-BIB-Wolfer, Alfred (1854-1931), Ingenieur - Schule, Eidgenössisches Polytechnikum Zürich, 1899-1903-Portrait-Portr 02360-029-AL.tif	0	2	0	2
44929	File:ETH-BIB-Wolfer, Alfred (1854-1931), Ingenieur - Schule, Eidgenössisches Polytechnikum Zürich, 1899-1903-Portrait-Portr 02360-029-AL.tif (cropped).jpg	0	2	0	2
44933	File:ETH-BIB-Wolfgangsee-LBS H1-020346.tif	1	1	1	3
44935	File:ETH-BIB-Wolfhalden mit Bodensee, Blick von Süden-LBS H1-012167.tif	0	1	0	1
44941	File:ETH-BIB-Wolfhalden-LBS H1-012169.tif	0	1	0	1
44942	File:ETH-BIB-Wolfhalden-LBS H1-012170.tif	0	1	0	1
44943	File:ETH-BIB-Wolfhalden-LBS H1-012620.tif	0	1	0	1
44936	File:ETH-BIB-Wolfhalden, Ferienheim, Töss, Schönbühl-LBS H1-012621.tif	0	1	0	1
44939	File:ETH-BIB-Wolfhalden, Heiden-LBS H1-017454.tif	0	1	0	1
44937	File:ETH-BIB-Wolfhalden, Heiden, Säntis v. N. O. aus 900 m-Inlandflüge-LBS MH01-005396.tif	0	1	0	1
44938	File:ETH-BIB-Wolfhalden, Heiden, Säntis-LBS H1-017455.tif	1	1	0	2
44940	File:ETH-BIB-Wolfhalden, Schönbühl-LBS H1-012168.tif	0	1	0	1
44945	File:ETH-BIB-Wolfhausen-LBS H1-028805.tif	0	1	0	1
45318	File:ETH-BIB-Wölflinswil, Oberhof-LBS H1-013305.tif	0	1	0	1
45319	File:ETH-BIB-Wölflinswil, Oberhof-LBS H1-013852.tif	0	1	0	1
44947	File:ETH-BIB-Wolfwil v. S. aus 200 m-Inlandflüge-LBS MH01-002994.tif	0	1	0	1
44948	File:ETH-BIB-Wolfwil v. S. aus 300 m-Inlandflüge-LBS MH01-002993.tif	0	1	0	1
44949	File:ETH-BIB-Wolfwil-LBS H1-010676.tif	0	1	0	1
44950	File:ETH-BIB-Wolfwil-LBS H1-014729.tif	0	1	0	1
44951	File:ETH-BIB-Wolfwil-LBS H1-014730.tif	0	1	0	1
44952	File:ETH-BIB-Wolfwil-LBS H1-016903.tif	0	1	0	1
44953	File:ETH-BIB-Wolfwil-LBS H1-016904.tif	0	1	0	1
44956	File:ETH-BIB-Wolhusen aus 300 m-Inlandflüge-LBS MH01-002820.tif	0	1	0	1
44958	File:ETH-BIB-Wolhusen-LBS H1-013143.tif	0	1	0	1
44959	File:ETH-BIB-Wolhusen-LBS H1-013144.tif	0	1	0	1
44960	File:ETH-BIB-Wolhusen-LBS H1-013145.tif	0	1	0	1
44961	File:ETH-BIB-Wolhusen-LBS H1-015179.tif	0	1	0	1
44962	File:ETH-BIB-Wolhusen-LBS H1-020071.tif	0	1	0	1
44963	File:ETH-BIB-Wolhusen-LBS H1-020072.tif	0	1	0	1
44964	File:ETH-BIB-Wolhusen-LBS H1-020073.tif	0	1	0	1
44966	File:ETH-BIB-Wolhusen-LBS H1-023795.tif	1	1	0	2
44967	File:ETH-BIB-Wolhusen-LBS H1-023796.tif	0	1	0	1
44968	File:ETH-BIB-Wolhusen-LBS H1-023797.tif	0	1	0	1
44969	File:ETH-BIB-Wolhusen-LBS H1-023798.tif	0	1	0	1
44970	File:ETH-BIB-Wolhusen-LBS H1-023809.tif	0	1	0	1
44971	File:ETH-BIB-Wolhusen-LBS H1-023810.tif	0	1	0	1
44957	File:ETH-BIB-Wolhusen, Geistlich AG-LBS H1-013146.tif	0	1	0	1
44974	File:ETH-BIB-Wolken über Klausen-LBS H1-016413-AL.tif	0	2	0	2
44975	File:ETH-BIB-Wolken über Krönte-LBS H1-016417-AL.tif	0	1	0	1
44976	File:ETH-BIB-Wolken über Krönte-LBS H1-016418-AL.tif	0	1	0	1
44977	File:ETH-BIB-Wolken über Rigi-LBS H1-016411.tif	0	1	0	1
44978	File:ETH-BIB-Wolken über Rigi-LBS H1-016412-AL.tif	0	1	0	1
44979	File:ETH-BIB-Wolken über Titlis-LBS H1-016409-AL.tif	0	1	0	1
44980	File:ETH-BIB-Wolken über Titlis-LBS H1-016420-AL.tif	0	1	0	1
44981	File:ETH-BIB-Wolken über Vierwaldstätter See-LBS H1-016422-01.tif	0	1	0	1
44982	File:ETH-BIB-Wolken über Vierwaldstättersee-LBS H1-016414-AL.tif	0	1	0	1
44972	File:ETH-BIB-Wolken vor afrikanischer Landschaft-Kilimanjaroflug 1929-30-LBS MH02-07-0234.tif	0	1	0	1
44987	File:ETH-BIB-Wolken-Aufnahmen-Inlandflüge-LBS MH05-90-01.tif	0	1	0	1
44988	File:ETH-BIB-Wolken-Aufnahmen-Inlandflüge-LBS MH05-90-02.tif	0	1	0	1
44989	File:ETH-BIB-Wolken-Aufnahmen-Inlandflüge-LBS MH05-90-03.tif	0	1	0	1
44990	File:ETH-BIB-Wolken-Aufnahmen-Inlandflüge-LBS MH05-90-04.tif	0	1	0	1
44991	File:ETH-BIB-Wolken-Aufnahmen-Inlandflüge-LBS MH05-90-05.tif	0	1	0	1
44992	File:ETH-BIB-Wolken-Aufnahmen-Inlandflüge-LBS MH05-90-06.tif	0	1	0	1
44993	File:ETH-BIB-Wolken-Aufnahmen-Inlandflüge-LBS MH05-90-07.tif	0	1	0	1
44994	File:ETH-BIB-Wolken-Aufnahmen-Inlandflüge-LBS MH05-90-08.tif	0	1	0	1
44995	File:ETH-BIB-Wolken-Aufnahmen-Inlandflüge-LBS MH05-90-09.tif	0	1	0	1
44996	File:ETH-BIB-Wolken-Aufnahmen-Inlandflüge-LBS MH05-90-10.tif	0	1	0	1
44997	File:ETH-BIB-Wolken-Aufnahmen-Inlandflüge-LBS MH05-90-11.tif	0	1	0	1
44998	File:ETH-BIB-Wolken-Aufnahmen-Inlandflüge-LBS MH05-90-12.tif	0	1	0	1
44999	File:ETH-BIB-Wolken-Aufnahmen-Inlandflüge-LBS MH05-90-13.tif	0	1	0	1
45000	File:ETH-BIB-Wolken-Aufnahmen-Inlandflüge-LBS MH05-90-14.tif	0	1	0	1
45001	File:ETH-BIB-Wolken-Aufnahmen-Inlandflüge-LBS MH05-90-15.tif	0	1	0	1
45002	File:ETH-BIB-Wolken-Aufnahmen-Inlandflüge-LBS MH05-90-16.tif	0	1	0	1
45003	File:ETH-BIB-Wolken-Aufnahmen-Inlandflüge-LBS MH05-90-19.tif	0	1	0	1
45004	File:ETH-BIB-Wolken-Aufnahmen-Inlandflüge-LBS MH05-90-20.tif	0	1	0	1
45005	File:ETH-BIB-Wolken-Aufnahmen-Inlandflüge-LBS MH05-90-21.tif	0	1	0	1
45006	File:ETH-BIB-Wolken-Aufnahmen-Inlandflüge-LBS MH05-90-22.tif	0	1	0	1
45007	File:ETH-BIB-Wolken-Aufnahmen-Inlandflüge-LBS MH05-90-23.tif	0	1	0	1
45008	File:ETH-BIB-Wolken-Aufnahmen-Inlandflüge-LBS MH05-90-24.tif	0	1	0	1
45009	File:ETH-BIB-Wolken-Aufnahmen-Inlandflüge-LBS MH05-90-25.tif	0	1	0	1
45010	File:ETH-BIB-Wolken-Aufnahmen-Inlandflüge-LBS MH05-90-26.tif	0	1	0	1
45011	File:ETH-BIB-Wolken-Aufnahmen-Inlandflüge-LBS MH05-90-27.tif	0	1	0	1
45012	File:ETH-BIB-Wolken-Aufnahmen-Inlandflüge-LBS MH05-90-31.tif	0	1	0	1
